disease_number,dx,description,icd_ver
13,F14981,"Cocaine use, unsp with cocaine-induced sexual dysfunction",ICD10CM-2020
13,F14982,"Cocaine use, unspecified with cocaine-induced sleep disorder",ICD10CM-2020
13,F14988,"Cocaine use, unspecified with other cocaine-induced disorder",ICD10CM-2020
13,F1499,"Cocaine use, unsp with unspecified cocaine-induced disorder",ICD10CM-2020
13,F15121,Other stimulant abuse with intoxication delirium,ICD10CM-2020
13,F15122,Oth stimulant abuse w intoxication w perceptual disturbance,ICD10CM-2020
13,F15129,"Other stimulant abuse with intoxication, unspecified",ICD10CM-2020
13,F1514,Other stimulant abuse with stimulant-induced mood disorder,ICD10CM-2020
13,F1515,Oth stimulant abuse w stimulant-induced psychotic disorder,ICD10CM-2020
13,F15150,Oth stimulant abuse w stim-induce psych disorder w delusions,ICD10CM-2020
13,F15151,Oth stimulant abuse w stim-induce psych disorder w hallucin,ICD10CM-2020
13,F15159,"Oth stimulant abuse w stim-induce psychotic disorder, unsp",ICD10CM-2020
13,F1518,Other stimulant abuse with other stimulant-induced disorder,ICD10CM-2020
13,F15180,Oth stimulant abuse with stimulant-induced anxiety disorder,ICD10CM-2020
13,F15181,Oth stimulant abuse w stimulant-induced sexual dysfunction,ICD10CM-2020
13,F15182,Other stimulant abuse with stimulant-induced sleep disorder,ICD10CM-2020
13,F15188,Other stimulant abuse with other stimulant-induced disorder,ICD10CM-2020
13,F1519,Other stimulant abuse with unsp stimulant-induced disorder,ICD10CM-2020
13,F15221,Other stimulant dependence with intoxication delirium,ICD10CM-2020
13,F15222,Oth stimulant dependence w intox w perceptual disturbance,ICD10CM-2020
13,F15229,"Other stimulant dependence with intoxication, unspecified",ICD10CM-2020
13,F1524,Oth stimulant dependence w stimulant-induced mood disorder,ICD10CM-2020
13,F1525,Oth stimulant dependence w stim-induce psychotic disorder,ICD10CM-2020
13,F15250,Oth stim depend w stim-induce psych disorder w delusions,ICD10CM-2020
13,F15251,Oth stimulant depend w stim-induce psych disorder w hallucin,ICD10CM-2020
13,F15259,"Oth stimulant depend w stim-induce psychotic disorder, unsp",ICD10CM-2020
13,F1528,Oth stimulant dependence with oth stimulant-induced disorder,ICD10CM-2020
13,F15280,Oth stimulant dependence w stim-induce anxiety disorder,ICD10CM-2020
13,F15281,Oth stimulant dependence w stim-induce sexual dysfunction,ICD10CM-2020
13,F15282,Oth stimulant dependence w stimulant-induced sleep disorder,ICD10CM-2020
13,F15288,Oth stimulant dependence with oth stimulant-induced disorder,ICD10CM-2020
13,F1529,Oth stimulant dependence w unsp stimulant-induced disorder,ICD10CM-2020
13,F15921,"Other stimulant use, unspecified with intoxication delirium",ICD10CM-2020
13,F15922,"Oth stimulant use, unsp w intox w perceptual disturbance",ICD10CM-2020
13,F15929,"Other stimulant use, unsp with intoxication, unspecified",ICD10CM-2020
13,F1594,"Oth stimulant use, unsp with stimulant-induced mood disorder",ICD10CM-2020
13,F1595,"Oth stimulant use, unsp w stim-induce psychotic disorder",ICD10CM-2020
13,F15950,"Oth stim use, unsp w stim-induce psych disorder w delusions",ICD10CM-2020
13,F15951,"Oth stim use, unsp w stim-induce psych disorder w hallucin",ICD10CM-2020
13,F15959,"Oth stimulant use, unsp w stim-induce psych disorder, unsp",ICD10CM-2020
13,F1598,"Oth stimulant use, unsp with oth stimulant-induced disorder",ICD10CM-2020
13,F15980,"Oth stimulant use, unsp w stimulant-induced anxiety disorder",ICD10CM-2020
13,F15981,"Oth stimulant use, unsp w stim-induce sexual dysfunction",ICD10CM-2020
13,F15982,"Oth stimulant use, unsp w stimulant-induced sleep disorder",ICD10CM-2020
13,F15988,"Oth stimulant use, unsp with oth stimulant-induced disorder",ICD10CM-2020
13,F1599,"Oth stimulant use, unsp with unsp stimulant-induced disorder",ICD10CM-2020
13,F16121,Hallucinogen abuse with intoxication with delirium,ICD10CM-2020
13,F16122,Hallucinogen abuse w intoxication w perceptual disturbance,ICD10CM-2020
13,F16129,"Hallucinogen abuse with intoxication, unspecified",ICD10CM-2020
13,F1614,Hallucinogen abuse with hallucinogen-induced mood disorder,ICD10CM-2020
13,F1615,Hallucinogen abuse w hallucinogen-induced psychotic disorder,ICD10CM-2020
13,F16150,Hallucinogen abuse w psychotic disorder w delusions,ICD10CM-2020
13,F16151,Hallucinogen abuse w psychotic disorder w hallucinations,ICD10CM-2020
13,F16159,"Hallucinogen abuse w psychotic disorder, unsp",ICD10CM-2020
13,F1618,Hallucinogen abuse with other hallucinogen-induced disorder,ICD10CM-2020
13,F16180,Hallucinogen abuse w hallucinogen-induced anxiety disorder,ICD10CM-2020
13,F16183,Hallucign abuse w hallucign persisting perception disorder,ICD10CM-2020
13,F16188,Hallucinogen abuse with other hallucinogen-induced disorder,ICD10CM-2020
13,F1619,Hallucinogen abuse with unsp hallucinogen-induced disorder,ICD10CM-2020
13,F16221,Hallucinogen dependence with intoxication with delirium,ICD10CM-2020
13,F16229,"Hallucinogen dependence with intoxication, unspecified",ICD10CM-2020
13,F1624,Hallucinogen dependence w hallucinogen-induced mood disorder,ICD10CM-2020
13,F1625,Hallucinogen dependence w psychotic disorder,ICD10CM-2020
13,F16250,Hallucinogen dependence w psychotic disorder w delusions,ICD10CM-2020
13,F16251,Hallucinogen dependence w psychotic disorder w hallucin,ICD10CM-2020
13,F16259,"Hallucinogen dependence w psychotic disorder, unsp",ICD10CM-2020
13,F1628,Hallucinogen dependence w oth hallucinogen-induced disorder,ICD10CM-2020
13,F16280,Hallucinogen dependence w anxiety disorder,ICD10CM-2020
13,F16283,Hallucign depend w hallucign persisting perception disorder,ICD10CM-2020
13,F16288,Hallucinogen dependence w oth hallucinogen-induced disorder,ICD10CM-2020
13,F1629,Hallucinogen dependence w unsp hallucinogen-induced disorder,ICD10CM-2020
13,F16921,"Hallucinogen use, unsp with intoxication with delirium",ICD10CM-2020
13,F16929,"Hallucinogen use, unspecified with intoxication, unspecified",ICD10CM-2020
13,F1694,"Hallucinogen use, unsp w hallucinogen-induced mood disorder",ICD10CM-2020
13,F1695,"Hallucinogen use, unsp w psychotic disorder",ICD10CM-2020
13,F16950,"Hallucinogen use, unsp w psychotic disorder w delusions",ICD10CM-2020
13,F16951,"Hallucinogen use, unsp w psychotic disorder w hallucinations",ICD10CM-2020
13,F16959,"Hallucinogen use, unsp w psychotic disorder, unsp",ICD10CM-2020
13,F1698,"Hallucinogen use, unsp w oth hallucinogen-induced disorder",ICD10CM-2020
13,F16980,"Hallucinogen use, unsp w anxiety disorder",ICD10CM-2020
13,F16983,"Hallucign use, unsp w hallucign persist perception disorder",ICD10CM-2020
13,F16988,"Hallucinogen use, unsp w oth hallucinogen-induced disorder",ICD10CM-2020
13,F1699,"Hallucinogen use, unsp w unsp hallucinogen-induced disorder",ICD10CM-2020
13,F17221,"Nicotine dependence, chewing tobacco, in remission",ICD10CM-2020
13,F17223,"Nicotine dependence, chewing tobacco, with withdrawal",ICD10CM-2020
13,F17228,"Nicotine dependence, chewing tobacco, w oth disorders",ICD10CM-2020
13,F17229,"Nicotine dependence, chewing tobacco, w unsp disorders",ICD10CM-2020
13,F1729,"Nicotine dependence, other tobacco product",ICD10CM-2020
13,F18121,Inhalant abuse with intoxication delirium,ICD10CM-2020
13,F18129,"Inhalant abuse with intoxication, unspecified",ICD10CM-2020
13,F1814,Inhalant abuse with inhalant-induced mood disorder,ICD10CM-2020
13,F1815,Inhalant abuse with inhalant-induced psychotic disorder,ICD10CM-2020
13,F18150,Inhalant abuse w inhalnt-induce psych disorder w delusions,ICD10CM-2020
13,F18151,Inhalant abuse w inhalnt-induce psych disorder w hallucin,ICD10CM-2020
13,F18159,"Inhalant abuse w inhalant-induced psychotic disorder, unsp",ICD10CM-2020
13,F1817,Inhalant abuse with inhalant-induced dementia,ICD10CM-2020
13,F1818,Inhalant abuse with other inhalant-induced disorders,ICD10CM-2020
13,F18180,Inhalant abuse with inhalant-induced anxiety disorder,ICD10CM-2020
13,F18188,Inhalant abuse with other inhalant-induced disorder,ICD10CM-2020
13,F1819,Inhalant abuse with unspecified inhalant-induced disorder,ICD10CM-2020
13,F18221,Inhalant dependence with intoxication delirium,ICD10CM-2020
13,F18229,"Inhalant dependence with intoxication, unspecified",ICD10CM-2020
13,F1824,Inhalant dependence with inhalant-induced mood disorder,ICD10CM-2020
13,F1825,Inhalant dependence with inhalant-induced psychotic disorder,ICD10CM-2020
13,F18250,Inhalant depend w inhalnt-induce psych disorder w delusions,ICD10CM-2020
13,F18251,Inhalant depend w inhalnt-induce psych disorder w hallucin,ICD10CM-2020
13,F18259,"Inhalant depend w inhalnt-induce psychotic disorder, unsp",ICD10CM-2020
13,F1827,Inhalant dependence with inhalant-induced dementia,ICD10CM-2020
13,F1828,Inhalant dependence with other inhalant-induced disorders,ICD10CM-2020
13,F18280,Inhalant dependence with inhalant-induced anxiety disorder,ICD10CM-2020
13,F18288,Inhalant dependence with other inhalant-induced disorder,ICD10CM-2020
13,F1829,Inhalant dependence with unsp inhalant-induced disorder,ICD10CM-2020
13,F18921,"Inhalant use, unspecified with intoxication with delirium",ICD10CM-2020
13,F18929,"Inhalant use, unspecified with intoxication, unspecified",ICD10CM-2020
13,F1894,"Inhalant use, unsp with inhalant-induced mood disorder",ICD10CM-2020
13,F1895,"Inhalant use, unsp with inhalant-induced psychotic disorder",ICD10CM-2020
13,F18950,"Inhalant use, unsp w inhalnt-induce psych disord w delusions",ICD10CM-2020
13,F18951,"Inhalant use, unsp w inhalnt-induce psych disord w hallucin",ICD10CM-2020
13,F18959,"Inhalant use, unsp w inhalnt-induce psychotic disorder, unsp",ICD10CM-2020
13,F1897,"Inhalant use, unsp with inhalant-induced persisting dementia",ICD10CM-2020
13,F1898,"Inhalant use, unsp with other inhalant-induced disorders",ICD10CM-2020
13,F18980,"Inhalant use, unsp with inhalant-induced anxiety disorder",ICD10CM-2020
13,F18988,"Inhalant use, unsp with other inhalant-induced disorder",ICD10CM-2020
13,F1899,"Inhalant use, unsp with unsp inhalant-induced disorder",ICD10CM-2020
13,F19121,Oth psychoactive substance abuse with intoxication delirium,ICD10CM-2020
13,F19122,Oth psychoactv substance abuse w intox w perceptual disturb,ICD10CM-2020
13,F19129,"Other psychoactive substance abuse with intoxication, unsp",ICD10CM-2020
13,F1914,Oth psychoactive substance abuse w mood disorder,ICD10CM-2020
13,F1915,Oth psychoactive substance abuse w psychotic disorder,ICD10CM-2020
13,F19150,Oth psychoactv substance abuse w psych disorder w delusions,ICD10CM-2020
13,F19151,Oth psychoactv substance abuse w psych disorder w hallucin,ICD10CM-2020
13,F19159,"Oth psychoactive substance abuse w psychotic disorder, unsp",ICD10CM-2020
13,F1916,Oth psychoactv substance abuse w persist amnestic disorder,ICD10CM-2020
13,F1917,Oth psychoactive substance abuse w persisting dementia,ICD10CM-2020
13,F1918,Oth psychoactive substance abuse w oth disorders,ICD10CM-2020
13,F19180,Oth psychoactive substance abuse w anxiety disorder,ICD10CM-2020
13,F19181,Oth psychoactive substance abuse w sexual dysfunction,ICD10CM-2020
13,F19182,Oth psychoactive substance abuse w sleep disorder,ICD10CM-2020
13,F19188,Oth psychoactive substance abuse w oth disorder,ICD10CM-2020
13,F1919,Oth psychoactive substance abuse w unsp disorder,ICD10CM-2020
13,F19221,Oth psychoactive substance dependence w intox delirium,ICD10CM-2020
13,F19222,Oth psychoactv substance depend w intox w perceptual disturb,ICD10CM-2020
13,F19229,"Oth psychoactive substance dependence w intoxication, unsp",ICD10CM-2020
13,F19231,Oth psychoactive substance dependence w withdrawal delirium,ICD10CM-2020
13,F19232,Oth psychoactv sub depend w w/drawal w perceptl disturb,ICD10CM-2020
13,F19239,"Oth psychoactive substance dependence with withdrawal, unsp",ICD10CM-2020
13,F1924,Oth psychoactive substance dependence w mood disorder,ICD10CM-2020
13,F1925,Oth psychoactive substance dependence w psychotic disorder,ICD10CM-2020
13,F19250,Oth psychoactv substance depend w psych disorder w delusions,ICD10CM-2020
13,F19251,Oth psychoactv substance depend w psych disorder w hallucin,ICD10CM-2020
13,F19259,"Oth psychoactv substance depend w psychotic disorder, unsp",ICD10CM-2020
13,F1926,Oth psychoactv substance depend w persist amnestic disorder,ICD10CM-2020
13,F1927,Oth psychoactive substance dependence w persisting dementia,ICD10CM-2020
13,F1928,Oth psychoactive substance dependence w oth disorders,ICD10CM-2020
13,F19280,Oth psychoactive substance dependence w anxiety disorder,ICD10CM-2020
13,F19281,Oth psychoactive substance dependence w sexual dysfunction,ICD10CM-2020
13,F19282,Oth psychoactive substance dependence w sleep disorder,ICD10CM-2020
13,F19288,Oth psychoactive substance dependence w oth disorder,ICD10CM-2020
13,F1929,Oth psychoactive substance dependence w unsp disorder,ICD10CM-2020
13,F19921,"Oth psychoactive substance use, unsp w intox w delirium",ICD10CM-2020
13,F19922,"Oth psychoactv sub use, unsp w intox w perceptl disturb",ICD10CM-2020
13,F19929,"Oth psychoactive substance use, unsp with intoxication, unsp",ICD10CM-2020
13,F19931,"Oth psychoactive substance use, unsp w withdrawal delirium",ICD10CM-2020
13,F19932,"Oth psychoactv sub use, unsp w w/drawal w perceptl disturb",ICD10CM-2020
13,F19939,"Other psychoactive substance use, unsp with withdrawal, unsp",ICD10CM-2020
13,F1994,"Oth psychoactive substance use, unsp w mood disorder",ICD10CM-2020
13,F1995,"Oth psychoactive substance use, unsp w psychotic disorder",ICD10CM-2020
13,F19950,"Oth psychoactv sub use, unsp w psych disorder w delusions",ICD10CM-2020
13,F19951,"Oth psychoactv sub use, unsp w psych disorder w hallucin",ICD10CM-2020
13,F19959,"Oth psychoactv substance use, unsp w psych disorder, unsp",ICD10CM-2020
13,F1996,"Oth psychoactv sub use, unsp w persist amnestic disorder",ICD10CM-2020
13,F1997,"Oth psychoactive substance use, unsp w persisting dementia",ICD10CM-2020
13,F1998,"Oth psychoactive substance use, unsp w oth disorders",ICD10CM-2020
13,F19980,"Oth psychoactive substance use, unsp w anxiety disorder",ICD10CM-2020
13,F19981,"Oth psychoactive substance use, unsp w sexual dysfunction",ICD10CM-2020
13,F19982,"Oth psychoactive substance use, unsp w sleep disorder",ICD10CM-2020
13,F19988,"Oth psychoactive substance use, unsp w oth disorder",ICD10CM-2020
13,F1999,"Oth psychoactive substance use, unsp w unsp disorder",ICD10CM-2020
14,F20,Schizophrenia,ICD10CM-2020
14,F200,Paranoid schizophrenia,ICD10CM-2020
14,F201,Disorganized schizophrenia,ICD10CM-2020
14,F202,Catatonic schizophrenia,ICD10CM-2020
14,F203,Undifferentiated schizophrenia,ICD10CM-2020
14,F205,Residual schizophrenia,ICD10CM-2020
14,F208,Other schizophrenia,ICD10CM-2020
14,F2081,Schizophreniform disorder,ICD10CM-2020
14,F2089,Other schizophrenia,ICD10CM-2020
14,F209,"Schizophrenia, unspecified",ICD10CM-2020
14,F21,Schizotypal disorder,ICD10CM-2020
14,F22,Delusional disorders,ICD10CM-2020
14,F23,Brief psychotic disorder,ICD10CM-2020
14,F24,Shared psychotic disorder,ICD10CM-2020
14,F25,Schizoaffective disorders,ICD10CM-2020
14,F250,"Schizoaffective disorder, bipolar type",ICD10CM-2020
14,F251,"Schizoaffective disorder, depressive type",ICD10CM-2020
14,F258,Other schizoaffective disorders,ICD10CM-2020
14,F259,"Schizoaffective disorder, unspecified",ICD10CM-2020
14,F28,Oth psych disorder not due to a sub or known physiol cond,ICD10CM-2020
14,F29,Unsp psychosis not due to a substance or known physiol cond,ICD10CM-2020
14,F30,Manic episode,ICD10CM-2020
14,F301,Manic episode without psychotic symptoms,ICD10CM-2020
14,F3010,"Manic episode without psychotic symptoms, unspecified",ICD10CM-2020
14,F3011,"Manic episode without psychotic symptoms, mild",ICD10CM-2020
14,F3012,"Manic episode without psychotic symptoms, moderate",ICD10CM-2020
14,F3013,"Manic episode, severe, without psychotic symptoms",ICD10CM-2020
14,F302,"Manic episode, severe with psychotic symptoms",ICD10CM-2020
14,F303,Manic episode in partial remission,ICD10CM-2020
14,F304,Manic episode in full remission,ICD10CM-2020
14,F308,Other manic episodes,ICD10CM-2020
14,F309,"Manic episode, unspecified",ICD10CM-2020
14,F31,Bipolar disorder,ICD10CM-2020
14,F310,"Bipolar disorder, current episode hypomanic",ICD10CM-2020
14,F311,"Bipolar disorder, current episode manic w/o psych features",ICD10CM-2020
14,F3110,"Bipolar disord, crnt episode manic w/o psych features, unsp",ICD10CM-2020
14,F3111,"Bipolar disord, crnt episode manic w/o psych features, mild",ICD10CM-2020
14,F3112,"Bipolar disord, crnt episode manic w/o psych features, mod",ICD10CM-2020
14,F3113,"Bipolar disord, crnt epsd manic w/o psych features, severe",ICD10CM-2020
14,F312,"Bipolar disord, crnt episode manic severe w psych features",ICD10CM-2020
14,F313,"Bipolar disord, current episode depress, mild or mod severt",ICD10CM-2020
14,F3130,"Bipolar disord, crnt epsd depress, mild or mod severt, unsp",ICD10CM-2020
14,F3131,"Bipolar disorder, current episode depressed, mild",ICD10CM-2020
14,F3132,"Bipolar disorder, current episode depressed, moderate",ICD10CM-2020
14,F314,"Bipolar disord, crnt epsd depress, sev, w/o psych features",ICD10CM-2020
14,F315,"Bipolar disord, crnt epsd depress, severe, w psych features",ICD10CM-2020
14,F316,"Bipolar disorder, current episode mixed",ICD10CM-2020
14,F3160,"Bipolar disorder, current episode mixed, unspecified",ICD10CM-2020
14,F3161,"Bipolar disorder, current episode mixed, mild",ICD10CM-2020
14,F3162,"Bipolar disorder, current episode mixed, moderate",ICD10CM-2020
14,F3163,"Bipolar disord, crnt epsd mixed, severe, w/o psych features",ICD10CM-2020
14,F3164,"Bipolar disord, crnt episode mixed, severe, w psych features",ICD10CM-2020
14,F317,"Bipolar disorder, currently in remission",ICD10CM-2020
14,F3170,"Bipolar disord, currently in remis, most recent episode unsp",ICD10CM-2020
14,F3171,"Bipolar disord, in partial remis, most recent epsd hypomanic",ICD10CM-2020
14,F3172,"Bipolar disord, in full remis, most recent episode hypomanic",ICD10CM-2020
14,F3173,"Bipolar disord, in partial remis, most recent episode manic",ICD10CM-2020
14,F3174,"Bipolar disorder, in full remis, most recent episode manic",ICD10CM-2020
14,F3175,"Bipolar disord, in partial remis, most recent epsd depress",ICD10CM-2020
14,F3176,"Bipolar disorder, in full remis, most recent episode depress",ICD10CM-2020
14,F3177,"Bipolar disord, in partial remis, most recent episode mixed",ICD10CM-2020
14,F3178,"Bipolar disorder, in full remis, most recent episode mixed",ICD10CM-2020
14,F318,Other bipolar disorders,ICD10CM-2020
14,F3181,Bipolar II disorder,ICD10CM-2020
14,F3189,Other bipolar disorder,ICD10CM-2020
14,F319,"Bipolar disorder, unspecified",ICD10CM-2020
14,F32,"Major depressive disorder, single episode",ICD10CM-2020
14,F320,"Major depressive disorder, single episode, mild",ICD10CM-2020
14,F321,"Major depressive disorder, single episode, moderate",ICD10CM-2020
14,F322,"Major depressv disord, single epsd, sev w/o psych features",ICD10CM-2020
14,F323,"Major depressv disord, single epsd, severe w psych features",ICD10CM-2020
14,F324,"Major depressv disorder, single episode, in partial remis",ICD10CM-2020
14,F325,"Major depressive disorder, single episode, in full remission",ICD10CM-2020
14,F329,"Major depressive disorder, single episode, unspecified",ICD10CM-2020
14,F33,"Major depressive disorder, recurrent",ICD10CM-2020
14,F330,"Major depressive disorder, recurrent, mild",ICD10CM-2020
14,F331,"Major depressive disorder, recurrent, moderate",ICD10CM-2020
14,F332,"Major depressv disorder, recurrent severe w/o psych features",ICD10CM-2020
14,F333,"Major depressv disorder, recurrent, severe w psych symptoms",ICD10CM-2020
14,F334,"Major depressive disorder, recurrent, in remission",ICD10CM-2020
14,F3340,"Major depressive disorder, recurrent, in remission, unsp",ICD10CM-2020
14,F3341,"Major depressive disorder, recurrent, in partial remission",ICD10CM-2020
14,F3342,"Major depressive disorder, recurrent, in full remission",ICD10CM-2020
14,F339,"Major depressive disorder, recurrent, unspecified",ICD10CM-2020
14,F34,Persistent mood [affective] disorders,ICD10CM-2020
14,F340,Cyclothymic disorder,ICD10CM-2020
14,F341,Dysthymic disorder,ICD10CM-2020
14,F348,Other persistent mood [affective] disorders,ICD10CM-2020
14,F3481,Disruptive mood dysregulation disorder,ICD10CM-2020
14,F3489,Other specified persistent mood disorders,ICD10CM-2020
14,F349,"Persistent mood [affective] disorder, unspecified",ICD10CM-2020
14,F39,Unspecified mood [affective] disorder,ICD10CM-2020
14,F84,Pervasive developmental disorders,ICD10CM-2020
14,F840,Autistic disorder,ICD10CM-2020
14,F842,Rett's syndrome,ICD10CM-2020
14,F843,Other childhood disintegrative disorder,ICD10CM-2020
14,F845,Asperger's syndrome,ICD10CM-2020
14,F848,Other pervasive developmental disorders,ICD10CM-2020
14,F849,"Pervasive developmental disorder, unspecified",ICD10CM-2020
15,F07,Personality & behavrl disorders due to known physiol cond,ICD10CM-2020
15,F070,Personality change due to known physiological condition,ICD10CM-2020
15,F078,Oth personality & behavrl disord due to known physiol cond,ICD10CM-2020
15,F0781,Postconcussional syndrome,ICD10CM-2020
15,F0789,Oth personality & behavrl disord due to known physiol cond,ICD10CM-2020
15,F079,Unsp personality & behavrl disord due to known physiol cond,ICD10CM-2020
15,F09,Unsp mental disorder due to known physiological condition,ICD10CM-2020
15,F1010,"Alcohol abuse, uncomplicated",ICD10CM-2020
15,F1011,"Alcohol abuse, in remission",ICD10CM-2020
15,F1012,Alcohol abuse with intoxication,ICD10CM-2020
15,F10120,"Alcohol abuse with intoxication, uncomplicated",ICD10CM-2020
15,F1020,"Alcohol dependence, uncomplicated",ICD10CM-2020
15,F1021,"Alcohol dependence, in remission",ICD10CM-2020
15,F1022,Alcohol dependence with intoxication,ICD10CM-2020
15,F10220,"Alcohol dependence with intoxication, uncomplicated",ICD10CM-2020
15,F10230,"Alcohol dependence with withdrawal, uncomplicated",ICD10CM-2020
15,F10920,"Alcohol use, unspecified with intoxication, uncomplicated",ICD10CM-2020
15,F1110,"Opioid abuse, uncomplicated",ICD10CM-2020
15,F1111,"Opioid abuse, in remission",ICD10CM-2020
15,F1112,Opioid abuse with intoxication,ICD10CM-2020
15,F11120,"Opioid abuse with intoxication, uncomplicated",ICD10CM-2020
15,F1120,"Opioid dependence, uncomplicated",ICD10CM-2020
15,F1121,"Opioid dependence, in remission",ICD10CM-2020
15,F1122,Opioid dependence with intoxication,ICD10CM-2020
15,F11220,"Opioid dependence with intoxication, uncomplicated",ICD10CM-2020
15,F11920,"Opioid use, unspecified with intoxication, uncomplicated",ICD10CM-2020
15,F1210,"Cannabis abuse, uncomplicated",ICD10CM-2020
15,F1211,"Cannabis abuse, in remission",ICD10CM-2020
15,F1212,Cannabis abuse with intoxication,ICD10CM-2020
15,F12120,"Cannabis abuse with intoxication, uncomplicated",ICD10CM-2020
15,F1220,"Cannabis dependence, uncomplicated",ICD10CM-2020
15,F1221,"Cannabis dependence, in remission",ICD10CM-2020
15,F1222,Cannabis dependence with intoxication,ICD10CM-2020
15,F12220,"Cannabis dependence with intoxication, uncomplicated",ICD10CM-2020
15,F12920,"Cannabis use, unspecified with intoxication, uncomplicated",ICD10CM-2020
15,F1310,"Sedative, hypnotic or anxiolytic abuse, uncomplicated",ICD10CM-2020
15,F1311,"Sedative, hypnotic or anxiolytic abuse, in remission",ICD10CM-2020
15,F1312,"Sedative, hypnotic or anxiolytic abuse with intoxication",ICD10CM-2020
15,F13120,"Sedatv/hyp/anxiolytc abuse w intoxication, uncomplicated",ICD10CM-2020
15,F1320,"Sedative, hypnotic or anxiolytic dependence, uncomplicated",ICD10CM-2020
15,F1321,"Sedative, hypnotic or anxiolytic dependence, in remission",ICD10CM-2020
15,F1322,"Sedative, hypnotic or anxiolytic dependence w intoxication",ICD10CM-2020
15,F13220,"Sedatv/hyp/anxiolytc dependence w intoxication, uncomp",ICD10CM-2020
15,F13230,"Sedatv/hyp/anxiolytc dependence w withdrawal, uncomplicated",ICD10CM-2020
15,F13920,"Sedatv/hyp/anxiolytc use, unsp w intoxication, uncomplicated",ICD10CM-2020
15,F13930,"Sedatv/hyp/anxiolytc use, unsp w withdrawal, uncomplicated",ICD10CM-2020
15,F1410,"Cocaine abuse, uncomplicated",ICD10CM-2020
15,F1411,"Cocaine abuse, in remission",ICD10CM-2020
15,F1412,Cocaine abuse with intoxication,ICD10CM-2020
15,F14120,"Cocaine abuse with intoxication, uncomplicated",ICD10CM-2020
15,F1420,"Cocaine dependence, uncomplicated",ICD10CM-2020
15,F1421,"Cocaine dependence, in remission",ICD10CM-2020
15,F1422,Cocaine dependence with intoxication,ICD10CM-2020
15,F14220,"Cocaine dependence with intoxication, uncomplicated",ICD10CM-2020
15,F14920,"Cocaine use, unspecified with intoxication, uncomplicated",ICD10CM-2020
15,F1510,"Other stimulant abuse, uncomplicated",ICD10CM-2020
15,F1511,"Other stimulant abuse, in remission",ICD10CM-2020
15,F1512,Other stimulant abuse with intoxication,ICD10CM-2020
15,F15120,"Other stimulant abuse with intoxication, uncomplicated",ICD10CM-2020
15,F1520,"Other stimulant dependence, uncomplicated",ICD10CM-2020
15,F1521,"Other stimulant dependence, in remission",ICD10CM-2020
15,F1522,Other stimulant dependence with intoxication,ICD10CM-2020
15,F15220,"Other stimulant dependence with intoxication, uncomplicated",ICD10CM-2020
15,F15920,"Other stimulant use, unsp with intoxication, uncomplicated",ICD10CM-2020
15,F1610,"Hallucinogen abuse, uncomplicated",ICD10CM-2020
15,F1611,"Hallucinogen abuse, in remission",ICD10CM-2020
15,F1612,Hallucinogen abuse with intoxication,ICD10CM-2020
15,F16120,"Hallucinogen abuse with intoxication, uncomplicated",ICD10CM-2020
15,F1620,"Hallucinogen dependence, uncomplicated",ICD10CM-2020
15,F1621,"Hallucinogen dependence, in remission",ICD10CM-2020
15,F1622,Hallucinogen dependence with intoxication,ICD10CM-2020
15,F16220,"Hallucinogen dependence with intoxication, uncomplicated",ICD10CM-2020
15,F16920,"Hallucinogen use, unsp with intoxication, uncomplicated",ICD10CM-2020
15,F1720,"Nicotine dependence, unspecified",ICD10CM-2020
15,F17200,"Nicotine dependence, unspecified, uncomplicated",ICD10CM-2020
15,F17201,"Nicotine dependence, unspecified, in remission",ICD10CM-2020
15,F17203,"Nicotine dependence unspecified, with withdrawal",ICD10CM-2020
15,F17208,"Nicotine dependence, unsp, w oth nicotine-induced disorders",ICD10CM-2020
15,F17209,"Nicotine dependence, unsp, w unsp nicotine-induced disorders",ICD10CM-2020
15,F1721,"Nicotine dependence, cigarettes",ICD10CM-2020
15,F17210,"Nicotine dependence, cigarettes, uncomplicated",ICD10CM-2020
15,F17211,"Nicotine dependence, cigarettes, in remission",ICD10CM-2020
15,F17213,"Nicotine dependence, cigarettes, with withdrawal",ICD10CM-2020
15,F17218,"Nicotine dependence, cigarettes, w oth disorders",ICD10CM-2020
15,F17219,"Nicotine dependence, cigarettes, w unsp disorders",ICD10CM-2020
15,F1722,"Nicotine dependence, chewing tobacco",ICD10CM-2020
15,F17220,"Nicotine dependence, chewing tobacco, uncomplicated",ICD10CM-2020
15,F1810,"Inhalant abuse, uncomplicated",ICD10CM-2020
15,F1811,"Inhalant abuse, in remission",ICD10CM-2020
15,F1812,Inhalant abuse with intoxication,ICD10CM-2020
15,F18120,"Inhalant abuse with intoxication, uncomplicated",ICD10CM-2020
15,F1820,"Inhalant dependence, uncomplicated",ICD10CM-2020
15,F1821,"Inhalant dependence, in remission",ICD10CM-2020
15,F1822,Inhalant dependence with intoxication,ICD10CM-2020
15,F18220,"Inhalant dependence with intoxication, uncomplicated",ICD10CM-2020
15,F18920,"Inhalant use, unspecified with intoxication, uncomplicated",ICD10CM-2020
15,F1910,"Other psychoactive substance abuse, uncomplicated",ICD10CM-2020
15,F1911,"Other psychoactive substance abuse, in remission",ICD10CM-2020
15,F1912,Other psychoactive substance abuse with intoxication,ICD10CM-2020
