disease_number,dx,description,icd_ver
1,A06,Amebiasis,ICD10CM-2020
1,A060,Acute amebic dysentery,ICD10CM-2020
1,A061,Chronic intestinal amebiasis,ICD10CM-2020
1,A062,Amebic nondysenteric colitis,ICD10CM-2020
1,A063,Ameboma of intestine,ICD10CM-2020
1,A064,Amebic liver abscess,ICD10CM-2020
1,A065,Amebic lung abscess,ICD10CM-2020
1,A066,Amebic brain abscess,ICD10CM-2020
1,A067,Cutaneous amebiasis,ICD10CM-2020
1,A068,Amebic infection of other sites,ICD10CM-2020
1,A0681,Amebic cystitis,ICD10CM-2020
1,A0682,Other amebic genitourinary infections,ICD10CM-2020
1,A0689,Other amebic infections,ICD10CM-2020
1,A069,"Amebiasis, unspecified",ICD10CM-2020
1,A07,Other protozoal intestinal diseases,ICD10CM-2020
1,A070,Balantidiasis,ICD10CM-2020
1,A071,Giardiasis [lambliasis],ICD10CM-2020
1,A072,Cryptosporidiosis,ICD10CM-2020
1,A073,Isosporiasis,ICD10CM-2020
1,A074,Cyclosporiasis,ICD10CM-2020
1,A078,Other specified protozoal intestinal diseases,ICD10CM-2020
1,A079,"Protozoal intestinal disease, unspecified",ICD10CM-2020
1,A08,Viral and other specified intestinal infections,ICD10CM-2020
1,A080,Rotaviral enteritis,ICD10CM-2020
1,A081,Acute gastrent d/t Norwalk agent and oth small round viruses,ICD10CM-2020
1,A0811,Acute gastroenteropathy due to Norwalk agent,ICD10CM-2020
1,A0819,Acute gastroenteropathy due to other small round viruses,ICD10CM-2020
1,A082,Adenoviral enteritis,ICD10CM-2020
1,A083,Other viral enteritis,ICD10CM-2020
1,A0831,Calicivirus enteritis,ICD10CM-2020
1,A0832,Astrovirus enteritis,ICD10CM-2020
1,A0839,Other viral enteritis,ICD10CM-2020
1,A084,"Viral intestinal infection, unspecified",ICD10CM-2020
1,A088,Other specified intestinal infections,ICD10CM-2020
1,A09,"Infectious gastroenteritis and colitis, unspecified",ICD10CM-2020
2,A30,Leprosy [Hansen's disease],ICD10CM-2020
2,A300,Indeterminate leprosy,ICD10CM-2020
2,A301,Tuberculoid leprosy,ICD10CM-2020
2,A302,Borderline tuberculoid leprosy,ICD10CM-2020
2,A303,Borderline leprosy,ICD10CM-2020
2,A304,Borderline lepromatous leprosy,ICD10CM-2020
2,A305,Lepromatous leprosy,ICD10CM-2020
2,A308,Other forms of leprosy,ICD10CM-2020
2,A309,"Leprosy, unspecified",ICD10CM-2020
2,A31,Infection due to other mycobacteria,ICD10CM-2020
2,A310,Pulmonary mycobacterial infection,ICD10CM-2020
2,A311,Cutaneous mycobacterial infection,ICD10CM-2020
2,A312,Dissem mycobacterium avium-intracellulare complex (DMAC),ICD10CM-2020
2,A318,Other mycobacterial infections,ICD10CM-2020
2,A319,"Mycobacterial infection, unspecified",ICD10CM-2020
2,A32,Listeriosis,ICD10CM-2020
2,A320,Cutaneous listeriosis,ICD10CM-2020
2,A321,Listerial meningitis and meningoencephalitis,ICD10CM-2020
2,A3211,Listerial meningitis,ICD10CM-2020
2,A3212,Listerial meningoencephalitis,ICD10CM-2020
2,A327,Listerial sepsis,ICD10CM-2020
2,A328,Other forms of listeriosis,ICD10CM-2020
2,A3281,Oculoglandular listeriosis,ICD10CM-2020
2,A3282,Listerial endocarditis,ICD10CM-2020
2,A3289,Other forms of listeriosis,ICD10CM-2020
2,A329,"Listeriosis, unspecified",ICD10CM-2020
2,A33,Tetanus neonatorum,ICD10CM-2020
2,A34,Obstetrical tetanus,ICD10CM-2020
2,A35,Other tetanus,ICD10CM-2020
2,A36,Diphtheria,ICD10CM-2020
2,A360,Pharyngeal diphtheria,ICD10CM-2020
2,A361,Nasopharyngeal diphtheria,ICD10CM-2020
2,A362,Laryngeal diphtheria,ICD10CM-2020
2,A363,Cutaneous diphtheria,ICD10CM-2020
2,A368,Other diphtheria,ICD10CM-2020
2,A3681,Diphtheritic cardiomyopathy,ICD10CM-2020
2,A3682,Diphtheritic radiculomyelitis,ICD10CM-2020
2,A3683,Diphtheritic polyneuritis,ICD10CM-2020
2,A3684,Diphtheritic tubulo-interstitial nephropathy,ICD10CM-2020
2,A3685,Diphtheritic cystitis,ICD10CM-2020
2,A3686,Diphtheritic conjunctivitis,ICD10CM-2020
2,A3689,Other diphtheritic complications,ICD10CM-2020
2,A369,"Diphtheria, unspecified",ICD10CM-2020
2,A37,Whooping cough,ICD10CM-2020
2,A370,Whooping cough due to Bordetella pertussis,ICD10CM-2020
2,A3700,Whooping cough due to Bordetella pertussis without pneumonia,ICD10CM-2020
2,A3701,Whooping cough due to Bordetella pertussis with pneumonia,ICD10CM-2020
2,A371,Whooping cough due to Bordetella parapertussis,ICD10CM-2020
2,A3710,Whooping cough due to Bordetella parapertussis w/o pneumonia,ICD10CM-2020
2,A3711,Whooping cough due to Bordetella parapertussis w pneumonia,ICD10CM-2020
2,A378,Whooping cough due to other Bordetella species,ICD10CM-2020
2,A3780,Whooping cough due to other Bordetella species w/o pneumonia,ICD10CM-2020
2,A3781,Whooping cough due to oth Bordetella species with pneumonia,ICD10CM-2020
2,A379,"Whooping cough, unspecified species",ICD10CM-2020
2,A3790,"Whooping cough, unspecified species without pneumonia",ICD10CM-2020
2,A3791,"Whooping cough, unspecified species with pneumonia",ICD10CM-2020
2,A38,Scarlet fever,ICD10CM-2020
2,A380,Scarlet fever with otitis media,ICD10CM-2020
2,A381,Scarlet fever with myocarditis,ICD10CM-2020
2,A388,Scarlet fever with other complications,ICD10CM-2020
2,A389,"Scarlet fever, uncomplicated",ICD10CM-2020
2,A39,Meningococcal infection,ICD10CM-2020
2,A390,Meningococcal meningitis,ICD10CM-2020
2,A391,Waterhouse-Friderichsen syndrome,ICD10CM-2020
2,A392,Acute meningococcemia,ICD10CM-2020
2,A393,Chronic meningococcemia,ICD10CM-2020
2,A394,"Meningococcemia, unspecified",ICD10CM-2020
2,A395,Meningococcal heart disease,ICD10CM-2020
2,A3950,"Meningococcal carditis, unspecified",ICD10CM-2020
2,A3951,Meningococcal endocarditis,ICD10CM-2020
2,A3952,Meningococcal myocarditis,ICD10CM-2020
2,A3953,Meningococcal pericarditis,ICD10CM-2020
2,A398,Other meningococcal infections,ICD10CM-2020
2,A3981,Meningococcal encephalitis,ICD10CM-2020
2,A3982,Meningococcal retrobulbar neuritis,ICD10CM-2020
2,A3983,Meningococcal arthritis,ICD10CM-2020
2,A3984,Postmeningococcal arthritis,ICD10CM-2020
2,A3989,Other meningococcal infections,ICD10CM-2020
2,A399,"Meningococcal infection, unspecified",ICD10CM-2020
2,A40,Streptococcal sepsis,ICD10CM-2020
2,A400,"Sepsis due to streptococcus, group A",ICD10CM-2020
2,A401,"Sepsis due to streptococcus, group B",ICD10CM-2020
2,A403,Sepsis due to Streptococcus pneumoniae,ICD10CM-2020
2,A408,Other streptococcal sepsis,ICD10CM-2020
2,A409,"Streptococcal sepsis, unspecified",ICD10CM-2020
2,A41,Other sepsis,ICD10CM-2020
2,A410,Sepsis due to Staphylococcus aureus,ICD10CM-2020
2,A4101,Sepsis due to Methicillin susceptible Staphylococcus aureus,ICD10CM-2020
2,A4102,Sepsis due to Methicillin resistant Staphylococcus aureus,ICD10CM-2020
2,A411,Sepsis due to other specified staphylococcus,ICD10CM-2020
2,A412,Sepsis due to unspecified staphylococcus,ICD10CM-2020
2,A413,Sepsis due to Hemophilus influenzae,ICD10CM-2020
2,A414,Sepsis due to anaerobes,ICD10CM-2020
2,A415,Sepsis due to other Gram-negative organisms,ICD10CM-2020
2,A4150,"Gram-negative sepsis, unspecified",ICD10CM-2020
2,A4151,Sepsis due to Escherichia coli [E. coli],ICD10CM-2020
2,A4152,Sepsis due to Pseudomonas,ICD10CM-2020
2,A4153,Sepsis due to Serratia,ICD10CM-2020
2,A4159,Other Gram-negative sepsis,ICD10CM-2020
2,A418,Other specified sepsis,ICD10CM-2020
2,A4181,Sepsis due to Enterococcus,ICD10CM-2020
2,A4189,Other specified sepsis,ICD10CM-2020
2,A419,"Sepsis, unspecified organism",ICD10CM-2020
2,A42,Actinomycosis,ICD10CM-2020
2,A420,Pulmonary actinomycosis,ICD10CM-2020
2,A421,Abdominal actinomycosis,ICD10CM-2020
2,A422,Cervicofacial actinomycosis,ICD10CM-2020
2,A427,Actinomycotic sepsis,ICD10CM-2020
2,A428,Other forms of actinomycosis,ICD10CM-2020
2,A4281,Actinomycotic meningitis,ICD10CM-2020
2,A4282,Actinomycotic encephalitis,ICD10CM-2020
2,A4289,Other forms of actinomycosis,ICD10CM-2020
2,A429,"Actinomycosis, unspecified",ICD10CM-2020
2,A43,Nocardiosis,ICD10CM-2020
2,A430,Pulmonary nocardiosis,ICD10CM-2020
2,A431,Cutaneous nocardiosis,ICD10CM-2020
2,A438,Other forms of nocardiosis,ICD10CM-2020
2,A439,"Nocardiosis, unspecified",ICD10CM-2020
2,A44,Bartonellosis,ICD10CM-2020
2,A440,Systemic bartonellosis,ICD10CM-2020
2,A441,Cutaneous and mucocutaneous bartonellosis,ICD10CM-2020
2,A448,Other forms of bartonellosis,ICD10CM-2020
2,A449,"Bartonellosis, unspecified",ICD10CM-2020
2,A46,Erysipelas,ICD10CM-2020
2,A48,"Other bacterial diseases, not elsewhere classified",ICD10CM-2020
2,A480,Gas gangrene,ICD10CM-2020
2,A481,Legionnaires' disease,ICD10CM-2020
2,A482,Nonpneumonic Legionnaires' disease [Pontiac fever],ICD10CM-2020
2,A483,Toxic shock syndrome,ICD10CM-2020
2,A484,Brazilian purpuric fever,ICD10CM-2020
2,A485,Other specified botulism,ICD10CM-2020
2,A4851,Infant botulism,ICD10CM-2020
2,A4852,Wound botulism,ICD10CM-2020
2,A488,Other specified bacterial diseases,ICD10CM-2020
2,A49,Bacterial infection of unspecified site,ICD10CM-2020
2,A490,"Staphylococcal infection, unspecified site",ICD10CM-2020
2,A4901,"Methicillin suscep staph infection, unsp site",ICD10CM-2020
2,A4902,"Methicillin resis staph infection, unsp site",ICD10CM-2020
2,A491,"Streptococcal infection, unspecified site",ICD10CM-2020
2,A492,"Hemophilus influenzae infection, unspecified site",ICD10CM-2020
2,A493,"Mycoplasma infection, unspecified site",ICD10CM-2020
2,A498,Other bacterial infections of unspecified site,ICD10CM-2020
2,A499,"Bacterial infection, unspecified",ICD10CM-2020
3,B35,Dermatophytosis,ICD10CM-2020
3,B350,Tinea barbae and tinea capitis,ICD10CM-2020
3,B351,Tinea unguium,ICD10CM-2020
3,B352,Tinea manuum,ICD10CM-2020
3,B353,Tinea pedis,ICD10CM-2020
3,B354,Tinea corporis,ICD10CM-2020
3,B355,Tinea imbricata,ICD10CM-2020
3,B356,Tinea cruris,ICD10CM-2020
3,B358,Other dermatophytoses,ICD10CM-2020
3,B359,"Dermatophytosis, unspecified",ICD10CM-2020
3,B36,Other superficial mycoses,ICD10CM-2020
3,B360,Pityriasis versicolor,ICD10CM-2020
3,B361,Tinea nigra,ICD10CM-2020
3,B362,White piedra,ICD10CM-2020
3,B363,Black piedra,ICD10CM-2020
3,B368,Other specified superficial mycoses,ICD10CM-2020
3,B369,"Superficial mycosis, unspecified",ICD10CM-2020
3,B37,Candidiasis,ICD10CM-2020
3,B370,Candidal stomatitis,ICD10CM-2020
3,B371,Pulmonary candidiasis,ICD10CM-2020
3,B372,Candidiasis of skin and nail,ICD10CM-2020
3,B373,Candidiasis of vulva and vagina,ICD10CM-2020
3,B374,Candidiasis of other urogenital sites,ICD10CM-2020
3,B3741,Candidal cystitis and urethritis,ICD10CM-2020
3,B3742,Candidal balanitis,ICD10CM-2020
3,B3749,Other urogenital candidiasis,ICD10CM-2020
3,B375,Candidal meningitis,ICD10CM-2020
3,B376,Candidal endocarditis,ICD10CM-2020
3,B377,Candidal sepsis,ICD10CM-2020
3,B378,Candidiasis of other sites,ICD10CM-2020
3,B3781,Candidal esophagitis,ICD10CM-2020
3,B3782,Candidal enteritis,ICD10CM-2020
3,B3783,Candidal cheilitis,ICD10CM-2020
3,B3784,Candidal otitis externa,ICD10CM-2020
3,B3789,Other sites of candidiasis,ICD10CM-2020
3,B379,"Candidiasis, unspecified",ICD10CM-2020
3,B38,Coccidioidomycosis,ICD10CM-2020
3,B380,Acute pulmonary coccidioidomycosis,ICD10CM-2020
3,B381,Chronic pulmonary coccidioidomycosis,ICD10CM-2020
3,B382,"Pulmonary coccidioidomycosis, unspecified",ICD10CM-2020
3,B383,Cutaneous coccidioidomycosis,ICD10CM-2020
3,B384,Coccidioidomycosis meningitis,ICD10CM-2020
3,B387,Disseminated coccidioidomycosis,ICD10CM-2020
3,B388,Other forms of coccidioidomycosis,ICD10CM-2020
3,B3881,Prostatic coccidioidomycosis,ICD10CM-2020
3,B3889,Other forms of coccidioidomycosis,ICD10CM-2020
3,B389,"Coccidioidomycosis, unspecified",ICD10CM-2020
3,B39,Histoplasmosis,ICD10CM-2020
3,B390,Acute pulmonary histoplasmosis capsulati,ICD10CM-2020
3,B391,Chronic pulmonary histoplasmosis capsulati,ICD10CM-2020
3,B392,"Pulmonary histoplasmosis capsulati, unspecified",ICD10CM-2020
3,B393,Disseminated histoplasmosis capsulati,ICD10CM-2020
3,B394,"Histoplasmosis capsulati, unspecified",ICD10CM-2020
3,B395,Histoplasmosis duboisii,ICD10CM-2020
3,B399,"Histoplasmosis, unspecified",ICD10CM-2020
3,B40,Blastomycosis,ICD10CM-2020
3,B400,Acute pulmonary blastomycosis,ICD10CM-2020
3,B401,Chronic pulmonary blastomycosis,ICD10CM-2020
3,B402,"Pulmonary blastomycosis, unspecified",ICD10CM-2020
3,B403,Cutaneous blastomycosis,ICD10CM-2020
3,B407,Disseminated blastomycosis,ICD10CM-2020
3,B408,Other forms of blastomycosis,ICD10CM-2020
3,B4081,Blastomycotic meningoencephalitis,ICD10CM-2020
3,B4089,Other forms of blastomycosis,ICD10CM-2020
3,B409,"Blastomycosis, unspecified",ICD10CM-2020
3,B41,Paracoccidioidomycosis,ICD10CM-2020
3,B410,Pulmonary paracoccidioidomycosis,ICD10CM-2020
3,B417,Disseminated paracoccidioidomycosis,ICD10CM-2020
3,B418,Other forms of paracoccidioidomycosis,ICD10CM-2020
3,B419,"Paracoccidioidomycosis, unspecified",ICD10CM-2020
3,B42,Sporotrichosis,ICD10CM-2020
3,B420,Pulmonary sporotrichosis,ICD10CM-2020
3,B421,Lymphocutaneous sporotrichosis,ICD10CM-2020
3,B427,Disseminated sporotrichosis,ICD10CM-2020
3,B428,Other forms of sporotrichosis,ICD10CM-2020
3,B4281,Cerebral sporotrichosis,ICD10CM-2020
3,B4282,Sporotrichosis arthritis,ICD10CM-2020
3,B4289,Other forms of sporotrichosis,ICD10CM-2020
3,B429,"Sporotrichosis, unspecified",ICD10CM-2020
3,B43,Chromomycosis and pheomycotic abscess,ICD10CM-2020
3,B430,Cutaneous chromomycosis,ICD10CM-2020
3,B431,Pheomycotic brain abscess,ICD10CM-2020
3,B432,Subcutaneous pheomycotic abscess and cyst,ICD10CM-2020
3,B438,Other forms of chromomycosis,ICD10CM-2020
3,B439,"Chromomycosis, unspecified",ICD10CM-2020
3,B44,Aspergillosis,ICD10CM-2020
3,B440,Invasive pulmonary aspergillosis,ICD10CM-2020
3,B441,Other pulmonary aspergillosis,ICD10CM-2020
3,B442,Tonsillar aspergillosis,ICD10CM-2020
3,B447,Disseminated aspergillosis,ICD10CM-2020
3,B448,Other forms of aspergillosis,ICD10CM-2020
3,B4481,Allergic bronchopulmonary aspergillosis,ICD10CM-2020
3,B4489,Other forms of aspergillosis,ICD10CM-2020
3,B449,"Aspergillosis, unspecified",ICD10CM-2020
3,B45,Cryptococcosis,ICD10CM-2020
3,B450,Pulmonary cryptococcosis,ICD10CM-2020
3,B451,Cerebral cryptococcosis,ICD10CM-2020
3,B452,Cutaneous cryptococcosis,ICD10CM-2020
3,B453,Osseous cryptococcosis,ICD10CM-2020
3,B457,Disseminated cryptococcosis,ICD10CM-2020
3,B458,Other forms of cryptococcosis,ICD10CM-2020
3,B459,"Cryptococcosis, unspecified",ICD10CM-2020
3,B46,Zygomycosis,ICD10CM-2020
3,B460,Pulmonary mucormycosis,ICD10CM-2020
3,B461,Rhinocerebral mucormycosis,ICD10CM-2020
3,B462,Gastrointestinal mucormycosis,ICD10CM-2020
3,B463,Cutaneous mucormycosis,ICD10CM-2020
3,B464,Disseminated mucormycosis,ICD10CM-2020
3,B465,"Mucormycosis, unspecified",ICD10CM-2020
3,B468,Other zygomycoses,ICD10CM-2020
3,B469,"Zygomycosis, unspecified",ICD10CM-2020
3,B47,Mycetoma,ICD10CM-2020
3,B470,Eumycetoma,ICD10CM-2020
3,B471,Actinomycetoma,ICD10CM-2020
3,B479,"Mycetoma, unspecified",ICD10CM-2020
3,B48,"Other mycoses, not elsewhere classified",ICD10CM-2020
3,B480,Lobomycosis,ICD10CM-2020
3,B481,Rhinosporidiosis,ICD10CM-2020
3,B482,Allescheriasis,ICD10CM-2020
3,B483,Geotrichosis,ICD10CM-2020
3,B484,Penicillosis,ICD10CM-2020
3,B488,Other specified mycoses,ICD10CM-2020
3,B49,Unspecified mycosis,ICD10CM-2020
4,C00,Malignant neoplasm of lip,ICD10CM-2020
4,C000,Malignant neoplasm of external upper lip,ICD10CM-2020
4,C001,Malignant neoplasm of external lower lip,ICD10CM-2020
4,C002,"Malignant neoplasm of external lip, unspecified",ICD10CM-2020
4,C003,"Malignant neoplasm of upper lip, inner aspect",ICD10CM-2020
4,C004,"Malignant neoplasm of lower lip, inner aspect",ICD10CM-2020
4,C005,"Malignant neoplasm of lip, unspecified, inner aspect",ICD10CM-2020
4,C006,"Malignant neoplasm of commissure of lip, unspecified",ICD10CM-2020
4,C008,Malignant neoplasm of overlapping sites of lip,ICD10CM-2020
4,C009,"Malignant neoplasm of lip, unspecified",ICD10CM-2020
4,C01,Malignant neoplasm of base of tongue,ICD10CM-2020
4,C02,Malignant neoplasm of other and unspecified parts of tongue,ICD10CM-2020
4,C020,Malignant neoplasm of dorsal surface of tongue,ICD10CM-2020
4,C021,Malignant neoplasm of border of tongue,ICD10CM-2020
4,C022,Malignant neoplasm of ventral surface of tongue,ICD10CM-2020
4,C023,"Malig neoplasm of anterior two-thirds of tongue, part unsp",ICD10CM-2020
4,C024,Malignant neoplasm of lingual tonsil,ICD10CM-2020
4,C028,Malignant neoplasm of overlapping sites of tongue,ICD10CM-2020
4,C029,"Malignant neoplasm of tongue, unspecified",ICD10CM-2020
4,C03,Malignant neoplasm of gum,ICD10CM-2020
4,C030,Malignant neoplasm of upper gum,ICD10CM-2020
4,C031,Malignant neoplasm of lower gum,ICD10CM-2020
4,C039,"Malignant neoplasm of gum, unspecified",ICD10CM-2020
4,C04,Malignant neoplasm of floor of mouth,ICD10CM-2020
4,C040,Malignant neoplasm of anterior floor of mouth,ICD10CM-2020
4,C041,Malignant neoplasm of lateral floor of mouth,ICD10CM-2020
4,C048,Malignant neoplasm of overlapping sites of floor of mouth,ICD10CM-2020
4,C049,"Malignant neoplasm of floor of mouth, unspecified",ICD10CM-2020
4,C05,Malignant neoplasm of palate,ICD10CM-2020
4,C050,Malignant neoplasm of hard palate,ICD10CM-2020
4,C051,Malignant neoplasm of soft palate,ICD10CM-2020
4,C052,Malignant neoplasm of uvula,ICD10CM-2020
4,C058,Malignant neoplasm of overlapping sites of palate,ICD10CM-2020
4,C059,"Malignant neoplasm of palate, unspecified",ICD10CM-2020
4,C06,Malignant neoplasm of other and unspecified parts of mouth,ICD10CM-2020
4,C060,Malignant neoplasm of cheek mucosa,ICD10CM-2020
4,C061,Malignant neoplasm of vestibule of mouth,ICD10CM-2020
4,C062,Malignant neoplasm of retromolar area,ICD10CM-2020
4,C068,Malignant neoplasm of ovrlp sites of and unsp parts of mouth,ICD10CM-2020
4,C0680,Malignant neoplasm of ovrlp sites of unsp parts of mouth,ICD10CM-2020
4,C0689,Malignant neoplasm of overlapping sites of oth prt mouth,ICD10CM-2020
4,C069,"Malignant neoplasm of mouth, unspecified",ICD10CM-2020
4,C07,Malignant neoplasm of parotid gland,ICD10CM-2020
4,C08,Malignant neoplasm of other and unsp major salivary glands,ICD10CM-2020
4,C080,Malignant neoplasm of submandibular gland,ICD10CM-2020
4,C081,Malignant neoplasm of sublingual gland,ICD10CM-2020
4,C089,"Malignant neoplasm of major salivary gland, unspecified",ICD10CM-2020
4,C09,Malignant neoplasm of tonsil,ICD10CM-2020
4,C090,Malignant neoplasm of tonsillar fossa,ICD10CM-2020
4,C091,Malig neoplasm of tonsillar pillar (anterior) (posterior),ICD10CM-2020
4,C098,Malignant neoplasm of overlapping sites of tonsil,ICD10CM-2020
4,C099,"Malignant neoplasm of tonsil, unspecified",ICD10CM-2020
4,C10,Malignant neoplasm of oropharynx,ICD10CM-2020
4,C100,Malignant neoplasm of vallecula,ICD10CM-2020
4,C101,Malignant neoplasm of anterior surface of epiglottis,ICD10CM-2020
4,C102,Malignant neoplasm of lateral wall of oropharynx,ICD10CM-2020
4,C103,Malignant neoplasm of posterior wall of oropharynx,ICD10CM-2020
4,C104,Malignant neoplasm of branchial cleft,ICD10CM-2020
4,C108,Malignant neoplasm of overlapping sites of oropharynx,ICD10CM-2020
4,C109,"Malignant neoplasm of oropharynx, unspecified",ICD10CM-2020
4,C11,Malignant neoplasm of nasopharynx,ICD10CM-2020
4,C110,Malignant neoplasm of superior wall of nasopharynx,ICD10CM-2020
4,C111,Malignant neoplasm of posterior wall of nasopharynx,ICD10CM-2020
4,C112,Malignant neoplasm of lateral wall of nasopharynx,ICD10CM-2020
4,C113,Malignant neoplasm of anterior wall of nasopharynx,ICD10CM-2020
4,C118,Malignant neoplasm of overlapping sites of nasopharynx,ICD10CM-2020
4,C119,"Malignant neoplasm of nasopharynx, unspecified",ICD10CM-2020
4,C12,Malignant neoplasm of pyriform sinus,ICD10CM-2020
4,C13,Malignant neoplasm of hypopharynx,ICD10CM-2020
4,C130,Malignant neoplasm of postcricoid region,ICD10CM-2020
4,C131,"Malig neoplasm of aryepiglottic fold, hypopharyngeal aspect",ICD10CM-2020
4,C132,Malignant neoplasm of posterior wall of hypopharynx,ICD10CM-2020
4,C138,Malignant neoplasm of overlapping sites of hypopharynx,ICD10CM-2020
4,C139,"Malignant neoplasm of hypopharynx, unspecified",ICD10CM-2020
4,C14,"Malig neoplasm of sites in the lip, oral cavity and pharynx",ICD10CM-2020
4,C140,"Malignant neoplasm of pharynx, unspecified",ICD10CM-2020
4,C142,Malignant neoplasm of Waldeyer's ring,ICD10CM-2020
4,C148,"Malig neoplm of ovrlp sites of lip, oral cavity and pharynx",ICD10CM-2020
4,C15,Malignant neoplasm of esophagus,ICD10CM-2020
4,C153,Malignant neoplasm of upper third of esophagus,ICD10CM-2020
4,C154,Malignant neoplasm of middle third of esophagus,ICD10CM-2020
4,C155,Malignant neoplasm of lower third of esophagus,ICD10CM-2020
4,C158,Malignant neoplasm of overlapping sites of esophagus,ICD10CM-2020
4,C159,"Malignant neoplasm of esophagus, unspecified",ICD10CM-2020
4,C16,Malignant neoplasm of stomach,ICD10CM-2020
4,C160,Malignant neoplasm of cardia,ICD10CM-2020
4,C161,Malignant neoplasm of fundus of stomach,ICD10CM-2020
4,C162,Malignant neoplasm of body of stomach,ICD10CM-2020
4,C163,Malignant neoplasm of pyloric antrum,ICD10CM-2020
4,C164,Malignant neoplasm of pylorus,ICD10CM-2020
4,C165,"Malignant neoplasm of lesser curvature of stomach, unsp",ICD10CM-2020
4,C166,"Malignant neoplasm of greater curvature of stomach, unsp",ICD10CM-2020
4,C168,Malignant neoplasm of overlapping sites of stomach,ICD10CM-2020
4,C169,"Malignant neoplasm of stomach, unspecified",ICD10CM-2020
4,C17,Malignant neoplasm of small intestine,ICD10CM-2020
4,C170,Malignant neoplasm of duodenum,ICD10CM-2020
4,C171,Malignant neoplasm of jejunum,ICD10CM-2020
4,C172,Malignant neoplasm of ileum,ICD10CM-2020
4,C173,"Meckel's diverticulum, malignant",ICD10CM-2020
4,C178,Malignant neoplasm of overlapping sites of small intestine,ICD10CM-2020
4,C179,"Malignant neoplasm of small intestine, unspecified",ICD10CM-2020
4,C18,Malignant neoplasm of colon,ICD10CM-2020
4,C180,Malignant neoplasm of cecum,ICD10CM-2020
