disease_number,dx,description,icd_ver
42,7568,soft tissue anomaly nec*,ICD9CM-V32
42,75681,absence of muscle/tendon,ICD9CM-V32
42,75682,accessory muscle,ICD9CM-V32
42,75683,ehlers-danlos syndrome,ICD9CM-V32
42,75689,soft tissue anomaly nec,ICD9CM-V32
42,7569,musculoskel anom nec/nos,ICD9CM-V32
43,780,general symptoms*,ICD9CM-V32
43,7800,coma and stupor*,ICD9CM-V32
43,78001,coma,ICD9CM-V32
43,78002,trans alter awareness,ICD9CM-V32
43,78003,persistent vegtv state,ICD9CM-V32
43,78009,other alter consciousnes,ICD9CM-V32
43,7801,hallucinations,ICD9CM-V32
43,7802,syncope and collapse,ICD9CM-V32
43,7803,convulsions*,ICD9CM-V32
43,78031,febrile convulsions nos,ICD9CM-V32
43,78032,complx febrile convulsns,ICD9CM-V32
43,78033,post traumatic seizures,ICD9CM-V32
43,78039,convulsions nec,ICD9CM-V32
43,7804,dizziness and giddiness,ICD9CM-V32
43,7805,sleep disturbances*,ICD9CM-V32
43,78050,sleep disturbance nos,ICD9CM-V32
43,78051,insomn w sleep apnea nos,ICD9CM-V32
43,78052,insomnia nos,ICD9CM-V32
43,78053,hypersom w slp apnea nos,ICD9CM-V32
43,78054,hypersomnia nos,ICD9CM-V32
43,78055,irreg sleep-wake rhy nos,ICD9CM-V32
43,78056,sleep stage dysfunctions,ICD9CM-V32
43,78057,sleep apnea nos,ICD9CM-V32
43,78058,sleep rel move disor nos,ICD9CM-V32
43,78059,sleep disturbances nec,ICD9CM-V32
43,7806,fever#,ICD9CM-V32
43,78060,fever nos,ICD9CM-V32
43,78061,fever in other diseases,ICD9CM-V32
43,78062,postprocedural fever,ICD9CM-V32
43,78063,postvaccination fever,ICD9CM-V32
43,78064,chills (without fever),ICD9CM-V32
43,78065,hypothrm-wo low env tmp,ICD9CM-V32
43,78066,feb nonhemo transf react,ICD9CM-V32
43,7807,malaise and fatigue*,ICD9CM-V32
43,78071,chronic fatigue syndrome,ICD9CM-V32
43,78072,functional quadriplegia,ICD9CM-V32
43,78079,malaise and fatigue nec,ICD9CM-V32
43,7808,generalizd hyperhidrosis,ICD9CM-V32
43,7809,general symptoms nec#,ICD9CM-V32
43,78091,fussy infant/baby,ICD9CM-V32
43,78092,excess cry infant/baby,ICD9CM-V32
43,78093,memory loss,ICD9CM-V32
43,78094,early satiety,ICD9CM-V32
43,78095,"excs cry chld,adol,adult",ICD9CM-V32
43,78096,generalized pain,ICD9CM-V32
43,78097,altered mental status,ICD9CM-V32
43,78099,other general symptoms,ICD9CM-V32
43,781,nerv/musculskel sys symp*,ICD9CM-V32
43,7810,abn involun movement nec,ICD9CM-V32
43,7811,smell & taste disturb,ICD9CM-V32
43,7812,abnormality of gait,ICD9CM-V32
43,7813,lack of coordination,ICD9CM-V32
43,7814,transient limb paralysis,ICD9CM-V32
43,7815,clubbing of fingers,ICD9CM-V32
43,7816,meningismus,ICD9CM-V32
43,7817,tetany,ICD9CM-V32
43,7818,neurologic neglect syndr,ICD9CM-V32
43,7819,nerv/musculskel sym nec*,ICD9CM-V32
43,78191,loss of height,ICD9CM-V32
43,78192,abnormal posture,ICD9CM-V32
43,78193,ocular torticollis,ICD9CM-V32
43,78194,facial weakness,ICD9CM-V32
43,78199,nerve/musculskel sym nec,ICD9CM-V32
43,782,skin/oth integument symp*,ICD9CM-V32
43,7820,skin sensation disturb,ICD9CM-V32
43,7821,nonspecif skin erupt nec,ICD9CM-V32
43,7822,local suprficial swellng,ICD9CM-V32
43,7823,edema,ICD9CM-V32
43,7824,jaundice nos,ICD9CM-V32
43,7825,cyanosis,ICD9CM-V32
43,7826,pallor & flushing*,ICD9CM-V32
43,78261,pallor,ICD9CM-V32
43,78262,flushing,ICD9CM-V32
43,7827,spontaneous ecchymoses,ICD9CM-V32
43,7828,changes in skin texture,ICD9CM-V32
43,7829,integument tiss symp nec,ICD9CM-V32
43,783,nutrit/metab/devel symp*,ICD9CM-V32
43,7830,anorexia,ICD9CM-V32
43,7831,abnormal weight gain,ICD9CM-V32
43,7832,abnormal loss of weight*,ICD9CM-V32
43,78321,abnormal loss of weight,ICD9CM-V32
43,78322,underweight,ICD9CM-V32
43,7833,feeding problem,ICD9CM-V32
43,7834,lack norm physiol devel*,ICD9CM-V32
43,78340,lack norm physio dev nos,ICD9CM-V32
43,78341,failure to thrive-child,ICD9CM-V32
43,78342,delayed milestones,ICD9CM-V32
43,78343,short stature,ICD9CM-V32
43,7835,polydipsia,ICD9CM-V32
43,7836,polyphagia,ICD9CM-V32
43,7837,failure to thrive-adult,ICD9CM-V32
43,7839,nutr/metab/devel sym nec,ICD9CM-V32
43,784,symptoms invol head/neck*,ICD9CM-V32
43,7840,headache,ICD9CM-V32
43,7841,throat pain,ICD9CM-V32
43,7842,swelling in head & neck,ICD9CM-V32
43,7843,aphasia,ICD9CM-V32
43,7844,voice disturbance*,ICD9CM-V32
43,78440,voice/resonance dis nos,ICD9CM-V32
43,78441,aphonia,ICD9CM-V32
43,78442,dysphonia,ICD9CM-V32
43,78443,hypernasality,ICD9CM-V32
43,78444,hyponasality,ICD9CM-V32
43,78449,voice/resonance dis nec,ICD9CM-V32
43,7845,speech disturbance nec#,ICD9CM-V32
43,78451,dysarthria,ICD9CM-V32
43,78452,flncy dsord cond elsewhr,ICD9CM-V32
43,78459,speech disturbance nec,ICD9CM-V32
43,7846,oth symbolic dysfunction*,ICD9CM-V32
43,78460,symbolic dysfunction nos,ICD9CM-V32
43,78461,alexia and dyslexia,ICD9CM-V32
43,78469,symbolic dysfunction nec,ICD9CM-V32
43,7847,epistaxis,ICD9CM-V32
43,7848,hemorrhage from throat,ICD9CM-V32
43,7849,symp invol head/neck nec#,ICD9CM-V32
43,78491,postnasal drip,ICD9CM-V32
43,78492,jaw pain,ICD9CM-V32
43,78499,head & neck symptoms nec,ICD9CM-V32
43,785,cardiovascular sys symp*,ICD9CM-V32
43,7850,tachycardia nos,ICD9CM-V32
43,7851,palpitations,ICD9CM-V32
43,7852,cardiac murmurs nec,ICD9CM-V32
43,7853,abnorm heart sounds nec,ICD9CM-V32
43,7854,gangrene,ICD9CM-V32
43,7855,shock without trauma*,ICD9CM-V32
43,78550,shock nos,ICD9CM-V32
43,78551,cardiogenic shock,ICD9CM-V32
43,78552,septic shock,ICD9CM-V32
43,78559,shock w/o trauma nec,ICD9CM-V32
43,7856,enlargement lymph nodes,ICD9CM-V32
43,7859,cardiovas sys symp nec,ICD9CM-V32
43,786,resp sys/oth chest symp*,ICD9CM-V32
43,7860,dyspnea/respiratory abn*,ICD9CM-V32
43,78600,respiratory abnorm nos,ICD9CM-V32
43,78601,hyperventilation,ICD9CM-V32
43,78602,orthopnea,ICD9CM-V32
43,78603,apnea,ICD9CM-V32
43,78604,cheyne-stokes respiratn,ICD9CM-V32
43,78605,shortness of breath,ICD9CM-V32
43,78606,tachypnea,ICD9CM-V32
43,78607,wheezing,ICD9CM-V32
43,78609,respiratory abnorm nec,ICD9CM-V32
43,7861,stridor,ICD9CM-V32
43,7862,cough,ICD9CM-V32
43,7863,hemoptysis#,ICD9CM-V32
43,78630,hemoptysis nos,ICD9CM-V32
43,78631,ac idio pul hemrg infant,ICD9CM-V32
43,78639,hemoptysis nec,ICD9CM-V32
43,7864,abnormal sputum,ICD9CM-V32
43,7865,chest pain*,ICD9CM-V32
43,78650,chest pain nos,ICD9CM-V32
43,78651,precordial pain,ICD9CM-V32
43,78652,painful respiration,ICD9CM-V32
43,78659,chest pain nec,ICD9CM-V32
43,7866,chest swelling/mass/lump,ICD9CM-V32
43,7867,abnormal chest sounds,ICD9CM-V32
43,7868,hiccough,ICD9CM-V32
43,7869,resp sys/chest symp nec,ICD9CM-V32
43,787,gi system symptoms*,ICD9CM-V32
43,7870,nausea and vomiting*,ICD9CM-V32
43,78701,nausea with vomiting,ICD9CM-V32
43,78702,nausea alone,ICD9CM-V32
43,78703,vomiting alone,ICD9CM-V32
43,78704,bilious emesis,ICD9CM-V32
43,7871,heartburn,ICD9CM-V32
43,7872,dysphagia#,ICD9CM-V32
43,78720,dysphagia nos,ICD9CM-V32
43,78721,"dysphagia, oral phase",ICD9CM-V32
43,78722,"dysphagia, oropharyngeal",ICD9CM-V32
43,78723,"dysphagia, pharyngeal",ICD9CM-V32
43,78724,"dysphagia,pharyngoesoph",ICD9CM-V32
43,78729,dysphagia nec,ICD9CM-V32
43,7873,flatul/eructat/gas pain,ICD9CM-V32
43,7874,visible peristalsis,ICD9CM-V32
43,7875,abnormal bowel sounds,ICD9CM-V32
43,7876,incontinence of feces#,ICD9CM-V32
43,78760,full incontinence-feces,ICD9CM-V32
43,78761,incomplete defecation,ICD9CM-V32
43,78762,fecal smearing,ICD9CM-V32
43,78763,fecal urgency,ICD9CM-V32
43,7877,abnormal feces,ICD9CM-V32
43,7879,gi system symptoms nec*,ICD9CM-V32
43,78791,diarrhea,ICD9CM-V32
43,78799,digestve syst symptm nec,ICD9CM-V32
43,788,urinary system symptoms*,ICD9CM-V32
43,7880,renal colic,ICD9CM-V32
43,7881,dysuria,ICD9CM-V32
43,7882,retention of urine*,ICD9CM-V32
43,78820,retention urine nos,ICD9CM-V32
43,78821,incmplet bldder emptying,ICD9CM-V32
43,78829,oth spcf retention urine,ICD9CM-V32
43,7883,incontinence of urine*,ICD9CM-V32
43,78830,urinary incontinence nos,ICD9CM-V32
43,78831,urge incontinence,ICD9CM-V32
43,78832,stress incontinence male,ICD9CM-V32
43,78833,mixed incontinence,ICD9CM-V32
43,78834,incontnce wo sensr aware,ICD9CM-V32
43,78835,post-void dribbling,ICD9CM-V32
43,78836,nocturnal enuresis,ICD9CM-V32
43,78837,continuous leakage,ICD9CM-V32
43,78838,overflow incontinence,ICD9CM-V32
43,78839,oth urinry incontinence,ICD9CM-V32
43,7884,freq urination/polyuria*,ICD9CM-V32
43,78841,urinary frequency,ICD9CM-V32
43,78842,polyuria,ICD9CM-V32
43,78843,nocturia,ICD9CM-V32
43,7885,oliguria & anuria,ICD9CM-V32
43,7886,urination abnorm nec*,ICD9CM-V32
43,78861,splitting urinary stream,ICD9CM-V32
43,78862,slowing urinary stream,ICD9CM-V32
43,78863,urgency of urination,ICD9CM-V32
43,78864,urinary hesitancy,ICD9CM-V32
43,78865,straining on urination,ICD9CM-V32
43,78869,oth abnormalt urination,ICD9CM-V32
43,7887,urethral discharge,ICD9CM-V32
43,7888,extravasation of urine,ICD9CM-V32
43,7889,urinary sys symptom nec#,ICD9CM-V32
43,78891,fnctnl urinary incontnce,ICD9CM-V32
43,78899,oth symptm urinary systm,ICD9CM-V32
43,789,oth abdomen/pelvis symp*,ICD9CM-V32
43,7890,abdominal pain*,ICD9CM-V32
43,78900,abdmnal pain unspcf site,ICD9CM-V32
43,78901,abdmnal pain rt upr quad,ICD9CM-V32
43,78902,abdmnal pain lft up quad,ICD9CM-V32
43,78903,abdmnal pain rt lwr quad,ICD9CM-V32
43,78904,abdmnal pain lt lwr quad,ICD9CM-V32
43,78905,abdmnal pain periumbilic,ICD9CM-V32
43,78906,abdmnal pain epigastric,ICD9CM-V32
43,78907,abdmnal pain generalized,ICD9CM-V32
43,78909,abdmnal pain oth spcf st,ICD9CM-V32
43,7891,hepatomegaly,ICD9CM-V32
43,7892,splenomegaly,ICD9CM-V32
43,7893,abdom/pelvic swellng nec*,ICD9CM-V32
43,78930,abdmnal mass unspcf site,ICD9CM-V32
43,78931,abdmnal mass rt upr quad,ICD9CM-V32
43,78932,abdmnal mass lft up quad,ICD9CM-V32
43,78933,abdmnal mass rt lwr quad,ICD9CM-V32
43,78934,abdmnal mass lt lwr quad,ICD9CM-V32
43,78935,abdmnal mass periumbilic,ICD9CM-V32
43,78936,abdmnal mass epigastric,ICD9CM-V32
43,78937,abdmnal mass generalized,ICD9CM-V32
43,78939,abdmnal mass oth spcf st,ICD9CM-V32
43,7894,abdominal rigidity*,ICD9CM-V32
43,78940,abdmnal rgdt unspcf site,ICD9CM-V32
43,78941,abdmnal rgdt rt upr quad,ICD9CM-V32
43,78942,abdmnal rgdt lft up quad,ICD9CM-V32
43,78943,abdmnal rgdt rt lwr quad,ICD9CM-V32
43,78944,abdmnal rgdt lt lwr quad,ICD9CM-V32
43,78945,abdmnal rgdt periumbilic,ICD9CM-V32
43,78946,abdmnal rgdt epigastric,ICD9CM-V32
43,78947,abdmnal rgdt generalized,ICD9CM-V32
43,78949,abdmnal rgdt oth spcf st,ICD9CM-V32
43,7895,ascites#,ICD9CM-V32
43,78951,malignant ascites,ICD9CM-V32
43,78959,ascites nec,ICD9CM-V32
43,7896,*,ICD9CM-V32
43,78960,abdmnal tndr unspcf site,ICD9CM-V32
43,78961,abdmnal tndr rt upr quad,ICD9CM-V32
43,78962,abdmnal tndr lft up quad,ICD9CM-V32
43,78963,abdmnal tndr rt lwr quad,ICD9CM-V32
43,78964,abdmnal tndr lt lwr quad,ICD9CM-V32
43,78965,abdmnal tndr periumbilic,ICD9CM-V32
43,78966,abdmnal tndr epigastric,ICD9CM-V32
43,78967,abdmnal tndr generalized,ICD9CM-V32
43,78969,abdmnal tndr oth spcf st,ICD9CM-V32
43,7897,colic,ICD9CM-V32
43,7899,abdomen/pelvis symp nec,ICD9CM-V32
44,790,abnormal blood findings*,ICD9CM-V32
44,7900,abnorm red blood cell*,ICD9CM-V32
44,79001,"drop, hematocrit, precip",ICD9CM-V32
44,79009,abnormal rbc nec,ICD9CM-V32
44,7901,elevated sediment rate,ICD9CM-V32
44,7902,abn glucose toleran test#,ICD9CM-V32
44,79021,impaired fasting glucose,ICD9CM-V32
44,79022,impaired oral glucse tol,ICD9CM-V32
44,79029,abnormal glucose nec,ICD9CM-V32
44,7903,excess blood-alcohol lev,ICD9CM-V32
44,7904,elev transaminase/ldh,ICD9CM-V32
44,7905,abn serum enzy level nec,ICD9CM-V32
44,7906,abn blood chemistry nec,ICD9CM-V32
44,7907,bacteremia,ICD9CM-V32
44,7908,viremia nos,ICD9CM-V32
44,7909,abn blood findings nec*,ICD9CM-V32
44,79091,abnrml art blood gases,ICD9CM-V32
44,79092,abnrml coagultion prfile,ICD9CM-V32
44,79093,elvtd prstate spcf antgn,ICD9CM-V32
44,79094,euthyroid sick syndrome,ICD9CM-V32
44,79095,elev c-reactive protein,ICD9CM-V32
44,79099,oth nspcf finding blood,ICD9CM-V32
44,791,abnormal urine findings*,ICD9CM-V32
44,7910,proteinuria,ICD9CM-V32
44,7911,chyluria,ICD9CM-V32
44,7912,hemoglobinuria,ICD9CM-V32
44,7913,myoglobinuria,ICD9CM-V32
44,7914,biliuria,ICD9CM-V32
44,7915,glycosuria,ICD9CM-V32
44,7916,acetonuria,ICD9CM-V32
44,7917,oth cells/casts in urine,ICD9CM-V32
44,7919,abn urine findings nec,ICD9CM-V32
44,792,abn find-oth body subst*,ICD9CM-V32
44,7920,abn fnd-cerebrospinal fl,ICD9CM-V32
44,7921,abn find-stool contents,ICD9CM-V32
44,7922,abn findings-semen,ICD9CM-V32
44,7923,abn find-amniotic fluid,ICD9CM-V32
44,7924,abn findings-saliva,ICD9CM-V32
44,7925,cloudy dialysis effluent,ICD9CM-V32
44,7929,abn find-body subst nec,ICD9CM-V32
44,793,abn find-body struct nos*,ICD9CM-V32
44,7930,nonsp abn fd-skull/head,ICD9CM-V32
44,7931,nonsp abn fd-lung field#,ICD9CM-V32
44,79311,solitary pulmonry nodule,ICD9CM-V32
44,79319,ot nonsp ab fnd lung fld,ICD9CM-V32
44,7932,nonsp abn intrathor nec,ICD9CM-V32
44,7933,nonsp abn fd-bilry tract,ICD9CM-V32
44,7934,nonsp abn find-gi tract,ICD9CM-V32
44,7935,nonsp abn find-gu organs,ICD9CM-V32
44,7936,nonsp abn fnd-abdom area,ICD9CM-V32
44,7937,nonsp abn find-ms system,ICD9CM-V32
44,7938,abnormal findings-breast*,ICD9CM-V32
44,79380,ab mammogram nos,ICD9CM-V32
44,79381,mammographic microcalcif,ICD9CM-V32
44,79382,inconclusive mammogram,ICD9CM-V32
44,79389,abn finding-breast nec,ICD9CM-V32
44,7939,abn find-body struct nec#,ICD9CM-V32
44,79391,image test incon d/t fat,ICD9CM-V32
44,79399,nonsp abn find-body nec,ICD9CM-V32
44,794,abnormal function study*,ICD9CM-V32
44,7940,abn brain/cns func study*,ICD9CM-V32
44,79400,abn cns funct study nos,ICD9CM-V32
44,79401,abnorm echoencephalogram,ICD9CM-V32
44,79402,abn electroencephalogram,ICD9CM-V32
44,79409,abn cns funct study nec,ICD9CM-V32
44,7941,abn peripher nerve study*,ICD9CM-V32
44,79410,abn stimul response nos,ICD9CM-V32
44,79411,abn retinal funct study,ICD9CM-V32
44,79412,abnorm electro-oculogram,ICD9CM-V32
44,79413,abnormal vep,ICD9CM-V32
44,79414,abn oculomotor studies,ICD9CM-V32
44,79415,abn auditory funct study,ICD9CM-V32
44,79416,abn vestibular func stud,ICD9CM-V32
44,79417,abnorm electromyogram,ICD9CM-V32
44,79419,abn periph nerv stud nec,ICD9CM-V32
44,7942,abn pulmonary func study,ICD9CM-V32
44,7943,abn cardiovas func study*,ICD9CM-V32
44,79430,abn cardiovasc study nos,ICD9CM-V32
44,79431,abnorm electrocardiogram,ICD9CM-V32
44,79439,abn cardiovasc study nec,ICD9CM-V32
44,7944,abn kidney funct study,ICD9CM-V32
44,7945,abn thyroid funct study,ICD9CM-V32
44,7946,abn endocrine study nec,ICD9CM-V32
44,7947,abn basal metabol study,ICD9CM-V32
44,7948,abn liver function study,ICD9CM-V32
44,7949,abn function study nec,ICD9CM-V32
44,795,abn histolog/immuno find*,ICD9CM-V32
44,7950,abn pap smear-cervix#,ICD9CM-V32
44,79500,abn glandular pap smear,ICD9CM-V32
44,79501,pap smear (asc-us),ICD9CM-V32
44,79502,pap smear (asc-h),ICD9CM-V32
44,79503,pap smear cervix w lgsil,ICD9CM-V32
44,79504,pap smear cervix w hgsil,ICD9CM-V32
44,79505,cervical (hpv) dna pos,ICD9CM-V32
44,79506,pap smr cytol evid malig,ICD9CM-V32
44,79507,sat cerv smr-no trnsfrm,ICD9CM-V32
44,79508,unsat cerv cytlogy smear,ICD9CM-V32
44,79509,abn pap cervix hpv nec,ICD9CM-V32
44,7951,abn pap smear-oth site#,ICD9CM-V32
44,79510,abn gland pap smr vagina,ICD9CM-V32
44,79511,pap smear vag w asc-us,ICD9CM-V32
44,79512,pap smear vagina w asc-h,ICD9CM-V32
44,79513,pap smear vagina w lgsil,ICD9CM-V32
44,79514,pap smear vagina w hgsil,ICD9CM-V32
44,79515,vag hi risk hpv-dna pos,ICD9CM-V32
44,79516,pap smr vag-cytol malig,ICD9CM-V32
44,79518,vaginl cytol smr unsatis,ICD9CM-V32
44,79519,oth abn pap smr vag/hpv,ICD9CM-V32
44,7952,abn chromosomal analysis,ICD9CM-V32
44,7953,positive culture finding#,ICD9CM-V32
44,79531,nonsp postv find-anthrax,ICD9CM-V32
44,79539,nonsp positive cult nec,ICD9CM-V32
44,7954,abn histologic find nec,ICD9CM-V32
44,7955,tuberculin test reaction#,ICD9CM-V32
44,79551,nonsp rea skn test wo tb,ICD9CM-V32
44,79552,nonsp rea gma interferon,ICD9CM-V32
44,7956,false pos sero test-syph,ICD9CM-V32
44,7957,immunological find nec*,ICD9CM-V32
44,79571,nonspcf serlgc evdnc hiv,ICD9CM-V32
44,79579,oth unspcf nspf imun fnd,ICD9CM-V32
44,7958,*,ICD9CM-V32
44,79581,elev ca-embryoic antigen,ICD9CM-V32
44,79582,elev ca antigen 125,ICD9CM-V32
44,79589,abnorml tumor marker nec,ICD9CM-V32
44,796,other abnormal findings*,ICD9CM-V32
44,7960,abn toxicologic finding,ICD9CM-V32
44,7961,abnormal reflex,ICD9CM-V32
44,7962,elev bl pres w/o hypertn,ICD9CM-V32
44,7963,low blood press reading,ICD9CM-V32
44,7964,abn clinical finding nec,ICD9CM-V32
44,7965,abn find antenatl screen,ICD9CM-V32
44,7966,abnorm neonate screening,ICD9CM-V32
44,7967,*,ICD9CM-V32
44,79670,abn gland pap smear anus,ICD9CM-V32
44,79671,pap smear anus w asc-us,ICD9CM-V32
44,79672,pap smear anus w asc-h,ICD9CM-V32
44,79673,pap smear anus w lgsil,ICD9CM-V32
44,79674,pap smear anus w hgsil,ICD9CM-V32
44,79675,anal hi risk hpv-dna pos,ICD9CM-V32
44,79676,pap smr anus-cytol malig,ICD9CM-V32
44,79677,sat anal smr-no trnsfrm,ICD9CM-V32
44,79678,anal cytolgy smr unsatis,ICD9CM-V32
44,79679,oth abn pap smr anus/hpv,ICD9CM-V32
44,7969,abnormal findings nec,ICD9CM-V32
45,797,senility w/o psychosis,ICD9CM-V32
45,798,sudden death cause unknw*,ICD9CM-V32
45,7980,sudden infant death synd,ICD9CM-V32
45,7981,instantaneous death,ICD9CM-V32
45,7982,death within 24 hr sympt,ICD9CM-V32
45,7989,unattended death,ICD9CM-V32
45,799,oth ill-def morbid/mortl*,ICD9CM-V32
45,7990,asphyxia#,ICD9CM-V32
45,79901,asphyxia,ICD9CM-V32
45,79902,hypoxemia,ICD9CM-V32
45,7991,respiratory arrest,ICD9CM-V32
45,7992,nervousness#,ICD9CM-V32
45,79921,nervousness,ICD9CM-V32
45,79922,irritability,ICD9CM-V32
45,79923,impulsiveness,ICD9CM-V32
45,79924,emotional lability,ICD9CM-V32
45,79925,demoralization & apathy,ICD9CM-V32
45,79929,emotional state sym nec,ICD9CM-V32
45,7993,debility nos,ICD9CM-V32
45,7994,cachexia,ICD9CM-V32
45,7995,*,ICD9CM-V32
45,79951,attn/concentrate deficit,ICD9CM-V32
45,79952,cog communicate deficit,ICD9CM-V32
45,79953,visuospatial deficit,ICD9CM-V32
45,79954,psychomotor deficit,ICD9CM-V32
45,79955,frontal lobe deficit,ICD9CM-V32
45,79959,cognition sign/sympt nec,ICD9CM-V32
45,7998,ill-define condition nec#,ICD9CM-V32
45,79981,decreased libido,ICD9CM-V32
45,79982,appar life threat-infant,ICD9CM-V32
45,79989,ill-define condition nec,ICD9CM-V32
45,7999,unkn cause morb/mort nec,ICD9CM-V32
46,890,open wound of hip/thigh*,ICD9CM-V32
46,8900,open wound of hip/thigh,ICD9CM-V32
46,8901,open wnd hip/thigh-compl,ICD9CM-V32
46,8902,opn wnd hip/thigh w tend,ICD9CM-V32
46,891,open wnd knee/leg/ankle*,ICD9CM-V32
46,8910,open wnd knee/leg/ankle,ICD9CM-V32
46,8911,open wnd knee/leg-compl,ICD9CM-V32
46,8912,opn wnd knee/leg w tendn,ICD9CM-V32
46,892,open wound of foot*,ICD9CM-V32
46,8920,open wound of foot,ICD9CM-V32
46,8921,open wound foot-compl,ICD9CM-V32
46,8922,open wound foot w tendon,ICD9CM-V32
46,893,open wound of toe*,ICD9CM-V32
46,8930,open wound of toe,ICD9CM-V32
46,8931,open wound toe-compl,ICD9CM-V32
46,8932,open wound toe w tendon,ICD9CM-V32
46,894,open wound of leg nec*,ICD9CM-V32
46,8940,open wound of leg nec,ICD9CM-V32
46,8941,open wound leg nec-compl,ICD9CM-V32
46,8942,opn wnd leg nec w tendon,ICD9CM-V32
46,895,traumatic amputation toe*,ICD9CM-V32
46,8950,amputation toe,ICD9CM-V32
46,8951,amputation toe-complicat,ICD9CM-V32
46,896,traumatic amputat foot*,ICD9CM-V32
46,8960,"amputation foot, unilat",ICD9CM-V32
46,8961,"amput foot, unilat-compl",ICD9CM-V32
46,8962,"amputation foot, bilat",ICD9CM-V32
46,8963,"amputat foot, bilat-comp",ICD9CM-V32
46,897,traumatic amputation leg*,ICD9CM-V32
46,8970,"amput below knee, unilat",ICD9CM-V32
46,8971,"amputat bk, unilat-compl",ICD9CM-V32
46,8972,"amput above knee, unilat",ICD9CM-V32
46,8973,"amput abv kn, unil-compl",ICD9CM-V32
46,8974,"amputat leg, unilat nos",ICD9CM-V32
46,8975,"amput leg, unil nos-comp",ICD9CM-V32
46,8976,"amputation leg, bilat",ICD9CM-V32
46,8977,"amputat leg, bilat-compl",ICD9CM-V32
47,920,contusion face/scalp/nck,ICD9CM-V32
47,921,contusion eye & adnexa*,ICD9CM-V32
47,9210,black eye nos,ICD9CM-V32
47,9211,contusion periocular,ICD9CM-V32
47,9212,contusion orbital tissue,ICD9CM-V32
47,9213,contusion of eyeball,ICD9CM-V32
47,9219,contusion of eye nos,ICD9CM-V32
47,922,contusion of trunk*,ICD9CM-V32
47,9220,contusion of breast,ICD9CM-V32
47,9221,contusion of chest wall,ICD9CM-V32
47,9222,contusion abdominal wall,ICD9CM-V32
47,9223,contusion of back*,ICD9CM-V32
47,92231,back contusion,ICD9CM-V32
47,92232,buttock contusion,ICD9CM-V32
47,92233,interscplr reg contusion,ICD9CM-V32
47,9224,contusion genital organs,ICD9CM-V32
47,9228,multiple contusion trunk,ICD9CM-V32
47,9229,contusion trunk nos,ICD9CM-V32
47,923,contusion of upper limb*,ICD9CM-V32
47,9230,contusion shoulder/arm*,ICD9CM-V32
47,92300,contusion shoulder reg,ICD9CM-V32
47,92301,contusion scapul region,ICD9CM-V32
47,92302,contusion axillary reg,ICD9CM-V32
47,92303,contusion of upper arm,ICD9CM-V32
47,92309,contusion shoulder & arm,ICD9CM-V32
47,9231,contusion elbow/forearm*,ICD9CM-V32
47,92310,contusion of forearm,ICD9CM-V32
47,92311,contusion of elbow,ICD9CM-V32
47,9232,contusion of wrist/hand*,ICD9CM-V32
47,92320,contusion of hand(s),ICD9CM-V32
47,92321,contusion of wrist,ICD9CM-V32
47,9233,contusion of finger,ICD9CM-V32
47,9238,multiple contusion arm,ICD9CM-V32
47,9239,contusion upper limb nos,ICD9CM-V32
47,924,contusion leg & oth site*,ICD9CM-V32
47,9240,contusion of hip & thigh*,ICD9CM-V32
47,92400,contusion of thigh,ICD9CM-V32
47,92401,contusion of hip,ICD9CM-V32
47,9241,contusion knee/lower leg*,ICD9CM-V32
47,92410,contusion of lower leg,ICD9CM-V32
47,92411,contusion of knee,ICD9CM-V32
47,9242,contusion ankle & foot*,ICD9CM-V32
47,92420,contusion of foot,ICD9CM-V32
47,92421,contusion of ankle,ICD9CM-V32
47,9243,contusion of toe,ICD9CM-V32
47,9244,multiple contusion leg,ICD9CM-V32
47,9245,contusion leg nos,ICD9CM-V32
47,9248,multiple contusions nec,ICD9CM-V32
47,9249,contusion nos,ICD9CM-V32
48,990,effects radiation nos,ICD9CM-V32
48,991,eff reduced temperature*,ICD9CM-V32
48,9910,frostbite of face,ICD9CM-V32
48,9911,frostbite of hand,ICD9CM-V32
48,9912,frostbite of foot,ICD9CM-V32
48,9913,frostbite nec/nos,ICD9CM-V32
48,9914,immersion foot,ICD9CM-V32
48,9915,chilblains,ICD9CM-V32
48,9916,hypothermia,ICD9CM-V32
48,9918,effect reduced temp nec,ICD9CM-V32
48,9919,effect reduced temp nos,ICD9CM-V32
48,992,effect of heat/light*,ICD9CM-V32
48,9920,heat stroke & sunstroke,ICD9CM-V32
48,9921,heat syncope,ICD9CM-V32
48,9922,heat cramps,ICD9CM-V32
48,9923,heat exhaust-anhydrotic,ICD9CM-V32
48,9924,heat exhaust-salt deple,ICD9CM-V32
48,9925,heat exhaustion nos,ICD9CM-V32
48,9926,"heat fatigue, transient",ICD9CM-V32
48,9927,heat edema,ICD9CM-V32
48,9928,heat effect nec,ICD9CM-V32
48,9929,heat effect nos,ICD9CM-V32
48,993,effects of air pressure*,ICD9CM-V32
48,9930,"barotrauma, otitic",ICD9CM-V32
48,9931,"barotrauma, sinus",ICD9CM-V32
48,9932,eff high altitud nec/nos,ICD9CM-V32
48,9933,caisson disease,ICD9CM-V32
48,9934,eff air press by explos,ICD9CM-V32
48,9938,effect air pressure nec,ICD9CM-V32
48,9939,effect air pressure nos,ICD9CM-V32
