disease_number,dx,description,icd_ver
1,001,cholera*,ICD9CM-V32
1,0010,cholera d/t vib cholerae,ICD9CM-V32
1,0011,cholera d/t vib el tor,ICD9CM-V32
1,0019,cholera nos,ICD9CM-V32
1,002,typhoid/paratyphoid fev*,ICD9CM-V32
1,0020,typhoid fever,ICD9CM-V32
1,0021,paratyphoid fever a,ICD9CM-V32
1,0022,paratyphoid fever b,ICD9CM-V32
1,0023,paratyphoid fever c,ICD9CM-V32
1,0029,paratyphoid fever nos,ICD9CM-V32
1,003,oth salmonella infection*,ICD9CM-V32
1,0030,salmonella enteritis,ICD9CM-V32
1,0031,salmonella septicemia,ICD9CM-V32
1,0032,local salmonella infect*,ICD9CM-V32
1,00320,local salmonella inf nos,ICD9CM-V32
1,00321,salmonella meningitis,ICD9CM-V32
1,00322,salmonella pneumonia,ICD9CM-V32
1,00323,salmonella arthritis,ICD9CM-V32
1,00324,salmonella osteomyelitis,ICD9CM-V32
1,00329,local salmonella inf nec,ICD9CM-V32
1,0038,salmonella infection nec,ICD9CM-V32
1,0039,salmonella infection nos,ICD9CM-V32
1,004,shigellosis*,ICD9CM-V32
1,0040,shigella dysenteriae,ICD9CM-V32
1,0041,shigella flexneri,ICD9CM-V32
1,0042,shigella boydii,ICD9CM-V32
1,0043,shigella sonnei,ICD9CM-V32
1,0048,shigella infection nec,ICD9CM-V32
1,0049,shigellosis nos,ICD9CM-V32
1,005,other food poisoning*,ICD9CM-V32
1,0050,staph food poisoning,ICD9CM-V32
1,0051,botulism food poisoning,ICD9CM-V32
1,0052,food pois d/t c. perfrin,ICD9CM-V32
1,0053,food pois: clostrid nec,ICD9CM-V32
1,0054,food pois: v. parahaem,ICD9CM-V32
1,0058,bact food poisoning nec*,ICD9CM-V32
1,00581,food poisn d/t v. vulnif,ICD9CM-V32
1,00589,bact food poisoning nec,ICD9CM-V32
1,0059,food poisoning nos,ICD9CM-V32
1,006,amebiasis*,ICD9CM-V32
1,0060,ac amebiasis w/o abscess,ICD9CM-V32
1,0061,chr amebiasis w/o absces,ICD9CM-V32
1,0062,amebic nondysent colitis,ICD9CM-V32
1,0063,amebic liver abscess,ICD9CM-V32
1,0064,amebic lung abscess,ICD9CM-V32
1,0065,amebic brain abscess,ICD9CM-V32
1,0066,amebic skin ulceration,ICD9CM-V32
1,0068,amebic infection nec,ICD9CM-V32
1,0069,amebiasis nos,ICD9CM-V32
1,007,oth protozoal intest dis*,ICD9CM-V32
1,0070,balantidiasis,ICD9CM-V32
1,0071,giardiasis,ICD9CM-V32
1,0072,coccidiosis,ICD9CM-V32
1,0073,intest trichomoniasis,ICD9CM-V32
1,0074,cryptosporidiosis,ICD9CM-V32
1,0075,cyclosporiasis,ICD9CM-V32
1,0078,protozoal intest dis nec,ICD9CM-V32
1,0079,protozoal intest dis nos,ICD9CM-V32
1,008,intestinal infection nec*,ICD9CM-V32
1,0080,e. coli enteritis*,ICD9CM-V32
1,00800,intest infec e coli nos,ICD9CM-V32
1,00801,int inf e coli entrpath,ICD9CM-V32
1,00802,int inf e coli entrtoxgn,ICD9CM-V32
1,00803,int inf e coli entrnvsv,ICD9CM-V32
1,00804,int inf e coli entrhmrg,ICD9CM-V32
1,00809,int inf e coli spcf nec,ICD9CM-V32
1,0081,arizona enteritis,ICD9CM-V32
1,0082,aerobacter enteritis,ICD9CM-V32
1,0083,proteus enteritis,ICD9CM-V32
1,0084,bacterial enteritis nec*,ICD9CM-V32
1,00841,staphylococc enteritis,ICD9CM-V32
1,00842,pseudomonas enteritis,ICD9CM-V32
1,00843,int infec campylobacter,ICD9CM-V32
1,00844,int inf yrsnia entrcltca,ICD9CM-V32
1,00845,int inf clstrdium dfcile,ICD9CM-V32
1,00846,intes infec oth anerobes,ICD9CM-V32
1,00847,int inf oth grm neg bctr,ICD9CM-V32
1,00849,bacterial enteritis nec,ICD9CM-V32
1,0085,bacterial enteritis nos,ICD9CM-V32
1,0086,viral enteritis nec*,ICD9CM-V32
1,00861,intes infec rotavirus,ICD9CM-V32
1,00862,intes infec adenovirus,ICD9CM-V32
1,00863,int inf norwalk virus,ICD9CM-V32
1,00864,int inf oth sml rnd vrus,ICD9CM-V32
1,00865,enteritis d/t calicivirs,ICD9CM-V32
1,00866,intes infec astrovirus,ICD9CM-V32
1,00867,int inf enterovirus nec,ICD9CM-V32
1,00869,other viral intes infec,ICD9CM-V32
1,0088,viral enteritis nos,ICD9CM-V32
1,009,ill-defined intest inf*,ICD9CM-V32
1,0090,infectious enteritis nos,ICD9CM-V32
1,0091,enteritis of infect orig,ICD9CM-V32
1,0092,infectious diarrhea nos,ICD9CM-V32
1,0093,diarrhea of infect orig,ICD9CM-V32
2,030,leprosy*,ICD9CM-V32
2,0300,lepromatous leprosy,ICD9CM-V32
2,0301,tuberculoid leprosy,ICD9CM-V32
2,0302,indeterminate leprosy,ICD9CM-V32
2,0303,borderline leprosy,ICD9CM-V32
2,0308,leprosy nec,ICD9CM-V32
2,0309,leprosy nos,ICD9CM-V32
2,031,other mycobacterial dis*,ICD9CM-V32
2,0310,pulmonary mycobacteria,ICD9CM-V32
2,0311,cutaneous mycobacteria,ICD9CM-V32
2,0312,dmac bacteremia,ICD9CM-V32
2,0318,mycobacterial dis nec,ICD9CM-V32
2,0319,mycobacterial dis nos,ICD9CM-V32
2,032,diphtheria*,ICD9CM-V32
2,0320,faucial diphtheria,ICD9CM-V32
2,0321,nasopharynx diphtheria,ICD9CM-V32
2,0322,ant nasal diphtheria,ICD9CM-V32
2,0323,laryngeal diphtheria,ICD9CM-V32
2,0328,other diphtheria*,ICD9CM-V32
2,03281,conjunctival diphtheria,ICD9CM-V32
2,03282,diphtheritic myocarditis,ICD9CM-V32
2,03283,diphtheritic peritonitis,ICD9CM-V32
2,03284,diphtheritic cystitis,ICD9CM-V32
2,03285,cutaneous diphtheria,ICD9CM-V32
2,03289,diphtheria nec,ICD9CM-V32
2,0329,diphtheria nos,ICD9CM-V32
2,033,whooping cough*,ICD9CM-V32
2,0330,bordetella pertussis,ICD9CM-V32
2,0331,bordetella parapertussis,ICD9CM-V32
2,0338,whooping cough nec,ICD9CM-V32
2,0339,whooping cough nos,ICD9CM-V32
2,034,strep throat/scarlet fev*,ICD9CM-V32
2,0340,strep sore throat,ICD9CM-V32
2,0341,scarlet fever,ICD9CM-V32
2,035,erysipelas,ICD9CM-V32
2,036,meningococcal infection*,ICD9CM-V32
2,0360,meningococcal meningitis,ICD9CM-V32
2,0361,meningococc encephalitis,ICD9CM-V32
2,0362,meningococcemia,ICD9CM-V32
2,0363,meningococc adrenal synd,ICD9CM-V32
2,0364,meningococcal carditis*,ICD9CM-V32
2,03640,meningococc carditis nos,ICD9CM-V32
2,03641,meningococc pericarditis,ICD9CM-V32
2,03642,meningococc endocarditis,ICD9CM-V32
2,03643,meningococc myocarditis,ICD9CM-V32
2,0368,other meningococcal inf*,ICD9CM-V32
2,03681,meningococc optic neurit,ICD9CM-V32
2,03682,meningococc arthropathy,ICD9CM-V32
2,03689,meningococcal infect nec,ICD9CM-V32
2,0369,meningococcal infect nos,ICD9CM-V32
2,037,tetanus,ICD9CM-V32
2,038,septicemia*,ICD9CM-V32
2,0380,streptococcal septicemia,ICD9CM-V32
2,0381,staphylococc septicemia*,ICD9CM-V32
2,03810,staphylcocc septicem nos,ICD9CM-V32
2,03811,meth susc staph aur sept,ICD9CM-V32
2,03812,mrsa septicemia,ICD9CM-V32
2,03819,staphylcocc septicem nec,ICD9CM-V32
2,0382,pneumococcal septicemia,ICD9CM-V32
2,0383,anaerobic septicemia,ICD9CM-V32
2,0384,gram-neg septicemia nec*,ICD9CM-V32
2,03840,gram-neg septicemia nos,ICD9CM-V32
2,03841,h. influenae septicemia,ICD9CM-V32
2,03842,e coli septicemia,ICD9CM-V32
2,03843,pseudomonas septicemia,ICD9CM-V32
2,03844,serratia septicemia,ICD9CM-V32
2,03849,gram-neg septicemia nec,ICD9CM-V32
2,0388,septicemia nec,ICD9CM-V32
2,0389,septicemia nos,ICD9CM-V32
2,039,actinomycotic infections*,ICD9CM-V32
2,0390,cutaneous actinomycosis,ICD9CM-V32
2,0391,pulmonary actinomycosis,ICD9CM-V32
2,0392,abdominal actinomycosis,ICD9CM-V32
2,0393,cervicofac actinomycosis,ICD9CM-V32
2,0394,madura foot,ICD9CM-V32
2,0398,actinomycosis nec,ICD9CM-V32
2,0399,actinomycosis nos,ICD9CM-V32
2,040,other bacterial diseases*,ICD9CM-V32
2,0400,gas gangrene,ICD9CM-V32
2,0401,rhinoscleroma,ICD9CM-V32
2,0402,whipple's disease,ICD9CM-V32
2,0403,necrobacillosis,ICD9CM-V32
2,0404,*,ICD9CM-V32
2,04041,infant botulism,ICD9CM-V32
2,04042,wound botulism,ICD9CM-V32
2,0408,bacterial diseases nec*,ICD9CM-V32
2,04081,tropical pyomyositis,ICD9CM-V32
2,04082,toxic shock syndrome,ICD9CM-V32
2,04089,bacterial diseases nec,ICD9CM-V32
2,041,bact inf in oth dis/nos*,ICD9CM-V32
2,0410,streptococcus infect nos*,ICD9CM-V32
2,04100,streptococcus unspecf,ICD9CM-V32
2,04101,streptococcus group a,ICD9CM-V32
2,04102,streptococcus group b,ICD9CM-V32
2,04103,streptococcus group c,ICD9CM-V32
2,04104,enterococcus group d,ICD9CM-V32
2,04105,streptococcus group g,ICD9CM-V32
2,04109,other streptococcus,ICD9CM-V32
2,0411,staph infection nos*,ICD9CM-V32
2,04110,staphylococcus unspcfied,ICD9CM-V32
2,04111,mth sus stph aur els/nos,ICD9CM-V32
2,04112,mrsa elsewhere/nos,ICD9CM-V32
2,04119,other staphylococcus,ICD9CM-V32
2,0412,pneumococcus infect nos,ICD9CM-V32
2,0413,klebsiella pneumoniae,ICD9CM-V32
2,0414,e. coli infect nos#,ICD9CM-V32
2,04141,shiga txn-produce e.coli,ICD9CM-V32
2,04142,shga txn prod e.coli nec,ICD9CM-V32
2,04143,shga txn prod e.coli nos,ICD9CM-V32
2,04149,e.coli infection nec/nos,ICD9CM-V32
2,0415,h. influenzae infect nos,ICD9CM-V32
2,0416,proteus infection nos,ICD9CM-V32
2,0417,pseudomonas infect nos,ICD9CM-V32
2,0418,bacterial infection nec*,ICD9CM-V32
2,04181,mycoplasma,ICD9CM-V32
2,04182,bacteroides fragilis,ICD9CM-V32
2,04183,clostridium perfringens,ICD9CM-V32
2,04184,other anaerobes,ICD9CM-V32
2,04185,oth gram negatv bacteria,ICD9CM-V32
2,04186,helicobacter pylori,ICD9CM-V32
2,04189,oth specf bacteria,ICD9CM-V32
2,0419,bacterial infection nos,ICD9CM-V32
3,110,dermatophytosis*,ICD9CM-V32
3,1100,dermatophyt scalp/beard,ICD9CM-V32
3,1101,dermatophytosis of nail,ICD9CM-V32
3,1102,dermatophytosis of hand,ICD9CM-V32
3,1103,dermatophytosis of groin,ICD9CM-V32
3,1104,dermatophytosis of foot,ICD9CM-V32
3,1105,dermatophytosis of body,ICD9CM-V32
3,1106,deep dermatophytosis,ICD9CM-V32
3,1108,dermatophytosis site nec,ICD9CM-V32
3,1109,dermatophytosis site nos,ICD9CM-V32
3,111,dermatomycosis nec/nos*,ICD9CM-V32
3,1110,pityriasis versicolor,ICD9CM-V32
3,1111,tinea nigra,ICD9CM-V32
3,1112,tinea blanca,ICD9CM-V32
3,1113,black piedra,ICD9CM-V32
3,1118,dermatomycoses nec,ICD9CM-V32
3,1119,dermatomycosis nos,ICD9CM-V32
3,112,candidiasis*,ICD9CM-V32
3,1120,thrush,ICD9CM-V32
3,1121,candidal vulvovaginitis,ICD9CM-V32
3,1122,candidias urogenital nec,ICD9CM-V32
3,1123,cutaneous candidiasis,ICD9CM-V32
3,1124,candidiasis of lung,ICD9CM-V32
3,1125,disseminated candidiasis,ICD9CM-V32
3,1128,candidiasis other sites*,ICD9CM-V32
3,11281,candidal endocarditis,ICD9CM-V32
3,11282,candidal otitis externa,ICD9CM-V32
3,11283,candidal meningitis,ICD9CM-V32
3,11284,candidal esophagitis,ICD9CM-V32
3,11285,candidal enteritis,ICD9CM-V32
3,11289,candidiasis site nec,ICD9CM-V32
3,1129,candidiasis site nos,ICD9CM-V32
3,114,coccidioidomycosis*,ICD9CM-V32
3,1140,primary coccidioidomycos,ICD9CM-V32
3,1141,prim cutan coccidioid,ICD9CM-V32
3,1142,coccidioidal meningitis,ICD9CM-V32
3,1143,progress coccidioid nec,ICD9CM-V32
3,1144,ch pl coccidioidomycosis,ICD9CM-V32
3,1145,pl cocidioidomycosis nos,ICD9CM-V32
3,1149,coccidioidomycosis nos,ICD9CM-V32
3,115,histoplasmosis*,ICD9CM-V32
3,1150,histoplasma capsulatum*,ICD9CM-V32
3,11500,histoplasma capsulat nos,ICD9CM-V32
3,11501,histoplasm capsul mening,ICD9CM-V32
3,11502,histoplasm capsul retina,ICD9CM-V32
3,11503,histoplasm caps pericard,ICD9CM-V32
3,11504,histoplasm caps endocard,ICD9CM-V32
3,11505,histoplasm caps pneumon,ICD9CM-V32
3,11509,histoplasma capsulat nec,ICD9CM-V32
3,1151,histoplasma duboisii*,ICD9CM-V32
3,11510,histoplasma duboisii nos,ICD9CM-V32
3,11511,histoplasm dubois mening,ICD9CM-V32
3,11512,histoplasm dubois retina,ICD9CM-V32
3,11513,histoplasm dub pericard,ICD9CM-V32
3,11514,histoplasm dub endocard,ICD9CM-V32
3,11515,histoplasm dub pneumonia,ICD9CM-V32
3,11519,histoplasma duboisii nec,ICD9CM-V32
3,1159,"histoplasmosis, unspec*",ICD9CM-V32
3,11590,histoplasmosis nos,ICD9CM-V32
3,11591,histoplasmosis meningit,ICD9CM-V32
3,11592,histoplasmosis retinitis,ICD9CM-V32
3,11593,histoplasmosis pericard,ICD9CM-V32
3,11594,histoplasmosis endocard,ICD9CM-V32
3,11595,histoplasmosis pneumonia,ICD9CM-V32
3,11599,histoplasmosis nec,ICD9CM-V32
3,116,blastomycotic infection*,ICD9CM-V32
3,1160,blastomycosis,ICD9CM-V32
3,1161,paracoccidioidomycosis,ICD9CM-V32
3,1162,lobomycosis,ICD9CM-V32
3,117,other mycoses*,ICD9CM-V32
3,1170,rhinosporidiosis,ICD9CM-V32
3,1171,sporotrichosis,ICD9CM-V32
3,1172,chromoblastomycosis,ICD9CM-V32
3,1173,aspergillosis,ICD9CM-V32
3,1174,mycotic mycetomas,ICD9CM-V32
3,1175,cryptococcosis,ICD9CM-V32
3,1176,allescheriosis,ICD9CM-V32
3,1177,zygomycosis,ICD9CM-V32
3,1178,dematiacious fungi inf,ICD9CM-V32
3,1179,mycoses nec & nos,ICD9CM-V32
3,118,opportunistic mycoses,ICD9CM-V32
4,190,malignant neoplasm eye*,ICD9CM-V32
4,1900,malign neopl eyeball,ICD9CM-V32
4,1901,malign neopl orbit,ICD9CM-V32
4,1902,mal neo lacrimal gland,ICD9CM-V32
4,1903,mal neo conjunctiva,ICD9CM-V32
4,1904,malign neopl cornea,ICD9CM-V32
4,1905,malign neopl retina,ICD9CM-V32
4,1906,malign neopl choroid,ICD9CM-V32
4,1907,mal neo lacrimal duct,ICD9CM-V32
4,1908,malign neopl eye nec,ICD9CM-V32
4,1909,malign neopl eye nos,ICD9CM-V32
4,191,malignant neoplasm brain*,ICD9CM-V32
4,1910,malign neopl cerebrum,ICD9CM-V32
4,1911,malig neo frontal lobe,ICD9CM-V32
4,1912,mal neo temporal lobe,ICD9CM-V32
4,1913,mal neo parietal lobe,ICD9CM-V32
4,1914,mal neo occipital lobe,ICD9CM-V32
4,1915,mal neo cereb ventricle,ICD9CM-V32
4,1916,mal neo cerebellum nos,ICD9CM-V32
4,1917,mal neo brain stem,ICD9CM-V32
4,1918,malig neo brain nec,ICD9CM-V32
4,1919,malig neo brain nos,ICD9CM-V32
4,192,mal neo nerve nec/nos*,ICD9CM-V32
4,1920,mal neo cranial nerves,ICD9CM-V32
4,1921,mal neo cerebral mening,ICD9CM-V32
4,1922,mal neo spinal cord,ICD9CM-V32
4,1923,mal neo spinal meninges,ICD9CM-V32
4,1928,mal neo nervous syst nec,ICD9CM-V32
4,1929,mal neo nervous syst nos,ICD9CM-V32
4,193,malign neopl thyroid,ICD9CM-V32
4,194,mal neo other endocrine*,ICD9CM-V32
4,1940,malign neopl adrenal,ICD9CM-V32
4,1941,malig neo parathyroid,ICD9CM-V32
4,1943,malig neo pituitary,ICD9CM-V32
4,1944,malign neo pineal gland,ICD9CM-V32
4,1945,mal neo carotid body,ICD9CM-V32
4,1946,mal neo paraganglia nec,ICD9CM-V32
4,1948,mal neo endocrine nec,ICD9CM-V32
4,1949,mal neo endocrine nos,ICD9CM-V32
4,195,mal neo oth/ill-def site*,ICD9CM-V32
4,1950,mal neo head/face/neck,ICD9CM-V32
4,1951,malign neopl thorax,ICD9CM-V32
4,1952,malig neo abdomen,ICD9CM-V32
4,1953,malign neopl pelvis,ICD9CM-V32
4,1954,malign neopl arm,ICD9CM-V32
4,1955,malign neopl leg,ICD9CM-V32
4,1958,malig neo site nec,ICD9CM-V32
4,196,malig neo lymph nodes*,ICD9CM-V32
4,1960,mal neo lymph-head/neck,ICD9CM-V32
4,1961,mal neo lymph-intrathor,ICD9CM-V32
4,1962,mal neo lymph intra-abd,ICD9CM-V32
4,1963,mal neo lymph-axilla/arm,ICD9CM-V32
4,1965,mal neo lymph-inguin/leg,ICD9CM-V32
4,1966,mal neo lymph-intrapelv,ICD9CM-V32
4,1968,mal neo lymph node-mult,ICD9CM-V32
4,1969,mal neo lymph node nos,ICD9CM-V32
4,197,secondry mal neo gi/resp*,ICD9CM-V32
4,1970,secondary malig neo lung,ICD9CM-V32
4,1971,sec mal neo mediastinum,ICD9CM-V32
4,1972,second malig neo pleura,ICD9CM-V32
4,1973,sec malig neo resp nec,ICD9CM-V32
4,1974,sec malig neo sm bowel,ICD9CM-V32
4,1975,sec malig neo lg bowel,ICD9CM-V32
4,1976,sec mal neo peritoneum,ICD9CM-V32
4,1977,second malig neo liver,ICD9CM-V32
4,1978,sec mal neo gi nec,ICD9CM-V32
4,198,sec malig neo oth sites*,ICD9CM-V32
4,1980,second malig neo kidney,ICD9CM-V32
4,1981,sec malig neo urin nec,ICD9CM-V32
4,1982,secondary malig neo skin,ICD9CM-V32
4,1983,sec mal neo brain/spine,ICD9CM-V32
4,1984,sec malig neo nerve nec,ICD9CM-V32
4,1985,secondary malig neo bone,ICD9CM-V32
4,1986,second malig neo ovary,ICD9CM-V32
4,1987,second malig neo adrenal,ICD9CM-V32
4,1988,oth secondary malig neo*,ICD9CM-V32
4,19881,second malig neo breast,ICD9CM-V32
4,19882,second malig neo genital,ICD9CM-V32
4,19889,secondary malig neo nec,ICD9CM-V32
4,199,malignant neoplasm nos*,ICD9CM-V32
4,1990,malig neo disseminated,ICD9CM-V32
4,1991,malignant neoplasm nos,ICD9CM-V32
4,1992,malig neopl-transp organ,ICD9CM-V32
5,210,ben neo oral cav/pharynx*,ICD9CM-V32
5,2100,benign neoplasm lip,ICD9CM-V32
5,2101,benign neoplasm tongue,ICD9CM-V32
5,2102,ben neo major salivary,ICD9CM-V32
5,2103,benign neo mouth floor,ICD9CM-V32
5,2104,benign neo mouth nec/nos,ICD9CM-V32
5,2105,benign neoplasm tonsil,ICD9CM-V32
5,2106,benign neo oropharyn nec,ICD9CM-V32
5,2107,benign neo nasopharynx,ICD9CM-V32
5,2108,benign neo hypopharynx,ICD9CM-V32
5,2109,benign neo pharynx nos,ICD9CM-V32
5,211,oth benign neoplasm gi*,ICD9CM-V32
5,2110,benign neo esophagus,ICD9CM-V32
5,2111,benign neoplasm stomach,ICD9CM-V32
5,2112,benign neoplasm sm bowel,ICD9CM-V32
5,2113,benign neoplasm lg bowel,ICD9CM-V32
5,2114,benign neopl rectum/anus,ICD9CM-V32
5,2115,ben neo liver/bile ducts,ICD9CM-V32
5,2116,benign neoplasm pancreas,ICD9CM-V32
5,2117,ben neo islets langerhan,ICD9CM-V32
5,2118,ben neo peritoneum,ICD9CM-V32
5,2119,ben neo gi tract nec/nos,ICD9CM-V32
5,212,ben neo resp syst/thorax*,ICD9CM-V32
5,2120,ben neo nasal cav/sinus,ICD9CM-V32
5,2121,benign neo larynx,ICD9CM-V32
5,2122,benign neo trachea,ICD9CM-V32
5,2123,benign neo bronchus/lung,ICD9CM-V32
5,2124,benign neoplasm pleura,ICD9CM-V32
5,2125,benign neo mediastinum,ICD9CM-V32
5,2126,benign neoplasm thymus,ICD9CM-V32
5,2127,benign neoplasm heart,ICD9CM-V32
5,2128,benign neo resp sys nec,ICD9CM-V32
5,2129,benign neo resp sys nos,ICD9CM-V32
5,213,ben neo bone/artic cart*,ICD9CM-V32
5,2130,ben neo skull/face bone,ICD9CM-V32
5,2131,ben neo lower jaw bone,ICD9CM-V32
5,2132,benign neo vertebrae,ICD9CM-V32
5,2133,ben neo ribs/stern/clav,ICD9CM-V32
5,2134,ben neo long bones arm,ICD9CM-V32
5,2135,ben neo bones wrist/hand,ICD9CM-V32
5,2136,benign neo pelvic girdle,ICD9CM-V32
5,2137,ben neo long bones leg,ICD9CM-V32
5,2138,ben neo bones ankle/foot,ICD9CM-V32
5,2139,benign neo bone nos,ICD9CM-V32
5,214,lipoma*,ICD9CM-V32
5,2140,lipoma skin face,ICD9CM-V32
5,2141,lipoma skin nec,ICD9CM-V32
5,2142,lipoma intrathoracic,ICD9CM-V32
5,2143,lipoma intra-abdominal,ICD9CM-V32
5,2144,lipoma spermatic cord,ICD9CM-V32
5,2148,lipoma nec,ICD9CM-V32
5,2149,lipoma nos,ICD9CM-V32
5,215,oth ben neo soft tissue*,ICD9CM-V32
5,2150,ben neo soft tissue head,ICD9CM-V32
5,2152,ben neo soft tissue arm,ICD9CM-V32
5,2153,ben neo soft tissue leg,ICD9CM-V32
5,2154,ben neo soft tis thorax,ICD9CM-V32
5,2155,ben neo soft tis abdomen,ICD9CM-V32
5,2156,ben neo soft tis pelvis,ICD9CM-V32
5,2157,benign neo trunk nos,ICD9CM-V32
5,2158,ben neo soft tissue nec,ICD9CM-V32
5,2159,ben neo soft tissue nos,ICD9CM-V32
5,216,benign neoplasm of skin*,ICD9CM-V32
5,2160,benign neo skin lip,ICD9CM-V32
5,2161,benign neo skin eyelid,ICD9CM-V32
5,2162,benign neo skin ear,ICD9CM-V32
5,2163,benign neo skin face nec,ICD9CM-V32
5,2164,ben neo scalp/skin neck,ICD9CM-V32
5,2165,benign neo skin trunk,ICD9CM-V32
5,2166,benign neo skin arm,ICD9CM-V32
5,2167,benign neo skin leg,ICD9CM-V32
5,2168,benign neoplasm skin nec,ICD9CM-V32
5,2169,benign neoplasm skin nos,ICD9CM-V32
5,217,benign neoplasm breast,ICD9CM-V32
5,218,uterine leiomyoma*,ICD9CM-V32
5,2180,submucous leiomyoma,ICD9CM-V32
5,2181,intramural leiomyoma,ICD9CM-V32
5,2182,subserous leiomyoma,ICD9CM-V32
5,2189,uterine leiomyoma nos,ICD9CM-V32
5,219,oth benign neo uterus*,ICD9CM-V32
5,2190,benign neo cervix uteri,ICD9CM-V32
5,2191,benign neo corpus uteri,ICD9CM-V32
5,2198,benign neo uterus nec,ICD9CM-V32
5,2199,benign neo uterus nos,ICD9CM-V32
5,220,benign neoplasm ovary,ICD9CM-V32
5,221,ben neo oth fem genital*,ICD9CM-V32
5,2210,ben neo fallopian tube,ICD9CM-V32
5,2211,benign neoplasm vagina,ICD9CM-V32
5,2212,benign neoplasm vulva,ICD9CM-V32
5,2218,ben neo fem genital nec,ICD9CM-V32
5,2219,ben neo fem genital nos,ICD9CM-V32
5,222,benign neo male genital*,ICD9CM-V32
5,2220,benign neoplasm testis,ICD9CM-V32
5,2221,benign neoplasm penis,ICD9CM-V32
5,2222,benign neoplasm prostate,ICD9CM-V32
5,2223,benign neo epididymis,ICD9CM-V32
5,2224,benign neoplasm scrotum,ICD9CM-V32
5,2228,ben neo male genital nec,ICD9CM-V32
5,2229,ben neo male genital nos,ICD9CM-V32
5,223,benign neoplasm urinary*,ICD9CM-V32
5,2230,benign neoplasm kidney,ICD9CM-V32
5,2231,benign neo renal pelvis,ICD9CM-V32
5,2232,benign neoplasm ureter,ICD9CM-V32
5,2233,benign neoplasm bladder,ICD9CM-V32
5,2238,benign neo oth urinary*,ICD9CM-V32
5,22381,benign neoplasm urethra,ICD9CM-V32
5,22389,benign neo urinary nec,ICD9CM-V32
5,2239,benign neo urinary nos,ICD9CM-V32
5,224,benign neoplasm of eye*,ICD9CM-V32
5,2240,benign neoplasm eyeball,ICD9CM-V32
5,2241,benign neoplasm orbit,ICD9CM-V32
5,2242,ben neo lacrimal gland,ICD9CM-V32
5,2243,benign neo conjunctiva,ICD9CM-V32
5,2244,benign neoplasm cornea,ICD9CM-V32
5,2245,benign neoplasm retina,ICD9CM-V32
5,2246,benign neoplasm choroid,ICD9CM-V32
5,2247,ben neo lacrimal duct,ICD9CM-V32
5,2248,benign neoplasm eye nec,ICD9CM-V32
5,2249,benign neoplasm eye nos,ICD9CM-V32
5,225,benign neo nervous syst*,ICD9CM-V32
5,2250,benign neoplasm brain,ICD9CM-V32
5,2251,benign neo cranial nerve,ICD9CM-V32
5,2252,ben neo cerebr meninges,ICD9CM-V32
5,2253,benign neo spinal cord,ICD9CM-V32
5,2254,ben neo spinal meninges,ICD9CM-V32
5,2258,benign neo nerv sys nec,ICD9CM-V32
5,2259,benign neo nerv sys nos,ICD9CM-V32
5,226,benign neoplasm thyroid,ICD9CM-V32
5,227,ben neo oth endocrine*,ICD9CM-V32
5,2270,benign neoplasm adrenal,ICD9CM-V32
5,2271,benign neo parathyroid,ICD9CM-V32
5,2273,benign neo pituitary,ICD9CM-V32
5,2274,ben neopl pineal gland,ICD9CM-V32
5,2275,benign neo carotid body,ICD9CM-V32
5,2276,ben neo paraganglia nec,ICD9CM-V32
5,2278,benign neo endocrine nec,ICD9CM-V32
5,2279,benign neo endocrine nos,ICD9CM-V32
5,228,hemangioma/lymphangioma*,ICD9CM-V32
5,2280,"hemangioma, any site*",ICD9CM-V32
5,22800,hemangioma nos,ICD9CM-V32
5,22801,hemangioma skin,ICD9CM-V32
5,22802,hemangioma intracranial,ICD9CM-V32
5,22803,hemangioma retina,ICD9CM-V32
5,22804,hemangioma intra-abdom,ICD9CM-V32
5,22809,hemangioma nec,ICD9CM-V32
5,2281,"lymphangioma, any site",ICD9CM-V32
5,229,benign neoplasm nec/nos*,ICD9CM-V32
5,2290,benign neo lymph nodes,ICD9CM-V32
5,2298,benign neoplasm nec,ICD9CM-V32
5,2299,benign neoplasm nos,ICD9CM-V32
6,235,unc behav neo gi/resp*,ICD9CM-V32
6,2350,unc behav neo salivary,ICD9CM-V32
6,2351,unc behav neo oral/phar,ICD9CM-V32
6,2352,unc behav neo intestine,ICD9CM-V32
6,2353,unc behav neo liver,ICD9CM-V32
6,2354,unc behav neo peritoneum,ICD9CM-V32
6,2355,unc behav neo gi nec,ICD9CM-V32
6,2356,unc behav neo larynx,ICD9CM-V32
6,2357,unc behav neo lung,ICD9CM-V32
6,2358,unc behav neo pleura,ICD9CM-V32
6,2359,unc behav neo resp nec,ICD9CM-V32
6,236,unc behav neo gu*,ICD9CM-V32
6,2360,uncert behav neo uterus,ICD9CM-V32
6,2361,unc behav neo placenta,ICD9CM-V32
6,2362,unc behav neo ovary,ICD9CM-V32
6,2363,unc behav neo female nec,ICD9CM-V32
6,2364,unc behav neo testis,ICD9CM-V32
6,2365,unc behav neo prostate,ICD9CM-V32
6,2366,unc behav neo male nec,ICD9CM-V32
6,2367,unc behav neo bladder,ICD9CM-V32
6,2369,unc behav neo oth urinar*,ICD9CM-V32
6,23690,unc behav neo urinar nos,ICD9CM-V32
6,23691,unc behav neo kidney,ICD9CM-V32
6,23699,unc behav neo urinar nec,ICD9CM-V32
